As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/02/2016 12:00:00 AM,2017,ECA,Central Asia,7C,P132270,Central Asia Road Links - Phase 1,Social Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Transportation,1542485,Sociologist (Safeguards Specialist),07/01/2016 12:00:00 AM,Individual Consultant,Kyrgyz Republic,KG,Not assigned,15990,CARS/CS-IC-13,No
07/03/2016 12:00:00 AM,2017,AFW,Cameroon,CM,P104456,CM-Energy Sector Development SIL (FY08),Environmental Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Energy & Extractives,1541950,SPECIALISTE EN GESTION ENVIRONNEMENTALE ET SOCIALE AU PDSEN-,07/14/2016 12:00:00 AM,Individual Consultant,Cameroon,CM,Not assigned,21730,002/C/AER/PDSEN/SPM/2016,No
07/03/2016 12:00:00 AM,2017,AFW,Cameroon,CM,P104456,CM-Energy Sector Development SIL (FY08),Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Energy & Extractives,1541957,INGENIEUR ELECTRICIEN AU PERERINS DANS LE CADRE DU PDSEN-AER,07/14/2016 12:00:00 AM,Individual Consultant,Cameroon,CM,Not assigned,7244,001/C/AER/PDSEN/SPM/2016,No
07/03/2016 12:00:00 AM,2017,AFW,Cameroon,CM,P104456,CM-Energy Sector Development SIL (FY08),Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Energy & Extractives,1541957,INGENIEUR ELECTRICIEN AU PERERINS DANS LE CADRE DU PDSEN-AER,07/14/2016 12:00:00 AM,Individual Consultant,Cameroon,CM,Not assigned,7244,001/C/AER/PDSEN/SPM/2016,No
07/04/2016 12:00:00 AM,2017,AFE,"Congo, Democrat",ZR,P101745,High Priority Reopening & Maintenance,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Transportation,1542134,CONTRAT DE CONTRACTUEL POUR PRESTATION DE SERVICES AU POSTE,07/04/2016 12:00:00 AM,Individual Consultant,"Congo, Democrat",ZR,Not assigned,43200,NO. 063/MITP/CI/PRO-ROUTES/2016,No
07/04/2016 12:00:00 AM,2017,AFE,"Congo, Democrat",ZR,P101745,High Priority Reopening & Maintenance,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Transportation,1542190,Contrat de Contractuel Prestation de services au poste de Ch,07/01/2016 12:00:00 AM,BUNDOKI NDONGALA,"Congo, Democrat",ZR,Not assigned,100000,039/MITP/CI/PRO-ROUTES/2016,No
07/04/2016 12:00:00 AM,2017,AFR,Africa,3A,P094103,Telecommunications APL (FY07),ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Info & Communication,1544353,Implementation of Framework contracts and shared services pl,07/30/2016 12:00:00 AM,MICROSOFT IRELAND OPERATIONS LIMITED,Ireland,IE,Not assigned,5974205,ICTA/KTCIP/ICB/DC/2/2016,No
07/04/2016 12:00:00 AM,2017,AFW,Cameroon,CM,P112635,CM-Agricultural Competitiveness Project,"Equipment, Transportation",GOODS,Direct Selection,IBRD/IDA,Agriculture,1544585,"AGREEMENT FOR THE PROCUREMENT OF VEHICLES FOR PRODEL, BETWEE",11/22/2016 12:00:00 AM,UNOPS,Denmark,DK,Not assigned,85113,AGREEMENT FOR PROCUREMENT OF VEH,No
07/04/2016 12:00:00 AM,2017,AFW,Cameroon,CM,P112635,CM-Agricultural Competitiveness Project,"Equipment, Transportation",GOODS,Direct Selection,IBRD/IDA,Agriculture,1544586,AGREEMENT FOR THE PROCUREMENT OF VEHICULES FOR PRODEL BETWEE,11/22/2016 12:00:00 AM,UNOPS,Denmark,DK,Not assigned,226155,AGREEMENT FOR THE PROCUREMENT OF,No
07/04/2016 12:00:00 AM,2017,AFW,Cote d'Ivoire,CI,P107355,CI-Governance and Institutional Dev.,Audit Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1543110,Formation en Audit interne des cadres de la division et regu,07/14/2016 12:00:00 AM,IIA-CI,Cote d'Ivoire,CI,Not assigned,73240,S012/MPMEF/DGDI/16,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543576,Servicio de CuÃ±a Radial Radio CompaÃ±era,07/20/2016 12:00:00 AM,JAUREGUI SALINAS PABLO ALEJANDRO REDIO,Bolivia,BO,Not assigned,158,GAMLP 2086,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543581,Servicio de CuÃ±a Radial Radio Panamericana,07/21/2016 12:00:00 AM,RADIO PANAMERICANA SOMERA LTDA,Bolivia,BO,Not assigned,2038,GAMLP 2046,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543587,Servicio de CuÃÂ±a Radial - Radio Gente,07/21/2016 12:00:00 AM,MARIEL WALDY PLATA -RADIO GENTE,Bolivia,BO,Not assigned,181,GAMLP 2112,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543589,Servicio de CuÃ±a Radial Radio Play,07/20/2016 12:00:00 AM,ROLANDO ALFREDO PANIAGUA LEDEZMA,Bolivia,BO,Not assigned,536,GMLP2047,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543590,Servicio de CuÃÂ±a Radial - Radio Chacaltaya,07/20/2016 12:00:00 AM,REYNALDO PORTILLO PIZA,Bolivia,BO,Not assigned,952,GAMLP 2113,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543591,Servicio de CuÃ±a Radial - Radio ERBOL,07/20/2016 12:00:00 AM,ERBOL,Bolivia,BO,Not assigned,151,GAMLP 2050,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543593,Servicio de CuÃ±a Radio Metropolitana,07/20/2016 12:00:00 AM,RADIODIFUSORAS POPULARES S.A.,Bolivia,BO,Not assigned,265,GAMLP 2048,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543594,Servicio de CuÃ±a Radial - RAdio Metropolitana,07/20/2016 12:00:00 AM,RADIODIFUSORAS POPULARES S.A.,Bolivia,BO,Not assigned,271,GAMLP 2049,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543595,Servicio de CuÃ±a Radial Radio Melodia,07/20/2016 12:00:00 AM,HENRY JUAN NERI NAVA,Bolivia,BO,Not assigned,386,GAMLP 2058,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543597,Servicio de CuÃ±a Radial - RAdio Mundial,07/20/2016 12:00:00 AM,DIFUSORA AREVALO S.R.L.,Bolivia,BO,Not assigned,513,GAMLP 2122,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543598,Servicio de CuÃÂ±a Radial Radio Exito,07/20/2016 12:00:00 AM,AZEL CALDERON CALLE,Bolivia,BO,Not assigned,136,GAMLP 2125,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543599,Servicio de CuÃÂ±a Radial Radio Gigante,07/20/2016 12:00:00 AM,RENE FERNANDEZ OCHO,Bolivia,BO,Not assigned,519,GAMLP 2087,No
07/04/2016 12:00:00 AM,2017,LCR,Bolivia,BO,P130580,BO JSDF Early Childhood Care & Developmt,ICT/Telecommunications Services,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Education,1543602,Servicio de CuÃ±a Radial Radio CompaÃ±era,07/20/2016 12:00:00 AM,ALARCON MARTINEZ EFRAIN,Bolivia,BO,Not assigned,425,GAMLP 2107,No
07/05/2016 12:00:00 AM,2017,AFE,Ethiopia,ET,P096323,ET-Tana &Beles Int.  Wat Res Dev Project,"Raw Materials, Chemicals, Commodities",GOODS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1541948,Contract amendment for supply and installation of lab equipm,07/07/2016 12:00:00 AM,GLOBE CORPORATION,Netherlands,NL,Not assigned,1885467,#,No
07/05/2016 12:00:00 AM,2017,AFE,Rwanda,RW,P126498,RW: Feeder Roads Development,Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1543820,"Supervision Services for Rehabilitation, Upgrading and Multi",08/12/2016 12:00:00 AM,HYCOGEC CONSULTANT,Rwanda,RW,Not assigned,700318,RFRDP/00715/C,No
07/05/2016 12:00:00 AM,2017,AFR,Africa,3A,P108879,Nyika Transfrontier Conserv.,Procurement Technical Assistance,CONSULTANT SERVICES,Single Source Selection,GEF,Agriculture,1542589,Employment contract,07/30/2016 12:00:00 AM,LEO LWIZI,Zambia,ZM,Not assigned,69788,01-2011/ZAWA/FD/DNPW,No
07/05/2016 12:00:00 AM,2017,AFW,"Congo, Republic",CG,P118561,CG Support to Economic Diversification,Management /Technical Advice,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Industry & Trade/Ser,1542211,Prestations de services pour l'ÃÂ©laboration de la carthogr,07/26/2016 12:00:00 AM,CABINET ARC INGENIEURE,Cote d'Ivoire,CI,Not assigned,248974,SC042 CR IDA48460-CG-2016,No
07/05/2016 12:00:00 AM,2017,AFW,"Congo, Republic",CG,P133731,CG-Statistics Capacity Building Project,Statistical Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1544249,CONTRAT STATISTICIEN POUR APPUI INS POUR LE PROJET EDS,07/07/2016 12:00:00 AM,Individual Consultant,"Congo, Republic",CG,Not assigned,3061,NÃÂ°CI 16/PSTAT-UCP/2016,No
07/05/2016 12:00:00 AM,2017,AFW,"Congo, Republic",CG,P133731,CG-Statistics Capacity Building Project,Statistical Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1544253,CONTRAT POURL'APPUI A INS POUR LE PROJET EDS,07/07/2016 12:00:00 AM,Individual Consultant,"Congo, Republic",CG,Not assigned,2041,NÃÂ°20/CI/UCP-PSTAT/16,No
07/05/2016 12:00:00 AM,2017,AFW,"Congo, Republic",CG,P133731,CG-Statistics Capacity Building Project,Statistical Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1544254,CONTRAT STATISTICIEN APPUI ENQUETE SUR L'EMPLOI LE SECTEUR I,07/07/2016 12:00:00 AM,Individual Consultant,"Congo, Republic",CG,Not assigned,2041,NÂ°21/CI/UCP-PSTAT/16,No
07/05/2016 12:00:00 AM,2017,AFW,"Congo, Republic",CG,P133731,CG-Statistics Capacity Building Project,Statistical Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1544257,CONTRAT POUR APPUI A INS EN QAULITE DE DEMOGRAPHE POUR EDS E,07/07/2016 12:00:00 AM,Individual Consultant,"Congo, Republic",CG,Not assigned,3061,NÃÂ°18/CI/UCP-PSTAT/16,No
07/05/2016 12:00:00 AM,2017,AFW,"Congo, Republic",CG,P133731,CG-Statistics Capacity Building Project,Statistical Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1544226,CONTRAT DE SERVICE DEMOGRAPHE POUR L'APPUI A L'EDS A L'INS,07/07/2016 12:00:00 AM,KAMBO GUERE KOMONZO CLAUDE CHRISTIAN,"Congo, Republic",CG,Not assigned,3061,NÃÂ°19/CI/UCP-PSTAT/16,No
07/05/2016 12:00:00 AM,2017,AFW,Liberia,LR,P128909,LR-Health Systems Strengthening (FY13),Administrative Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Education,1541628,Consulting Services as Administrative Assistant.,07/11/2016 12:00:00 AM,MOSES BALLAH,Liberia,LR,Not assigned,23400,PIU/HSSP:08/2016 TA,No
07/05/2016 12:00:00 AM,2017,LCR,Caribbean,6R,P114963,6R (APL1A) Communic. Infrast. Prog.,Institution building,CONSULTANT SERVICES,Quality Based Selection,IBRD/IDA,Info & Communication,1544775,Project Coordinator to the Caribbean Regional Communications,07/06/2016 12:00:00 AM,ALICE BAIN,Grenada,GD,Not assigned,133752,#,No
07/06/2016 12:00:00 AM,2017,AFE,Mozambique,MZ,P111592,MZ Higher Educ Science & Techn. (FY10),ICT/Telecommunications Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Education,1546917,"The Consultant shall provide the reports listed in Annex A,",07/01/2016 12:00:00 AM,Individual Consultant,Mozambique,MZ,Not assigned,16725,01/SS/HST/MCTESTP/IC/2016,No
07/06/2016 12:00:00 AM,2017,AFW,Western Africa,3W,P130174,Kandadji Project,Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1545361,Recencement populations et plan action reinstallation (PAR),07/06/2016 12:00:00 AM,"TRACTEBEL ENGINEERING, S.A.",Belgium,BE,Not assigned,1070415,NR/001/2016/HCQVN/P_KRESMIN,No
07/06/2016 12:00:00 AM,2017,EAP,Cambodia,KH,P143774,Cambodia PFM Modernization Project,Other Operational Services,NON-CONSULTING SERVICES,Direct Selection,Recipient Executed A,Public Admin,1544087,The Supply of Communication Material's (Video Clip 3 Version,07/22/2016 12:00:00 AM,"BLUE MEDIA FILMS (CAMBODIA) CO., LTD.",Cambodia,KH,Not assigned,12390,PFM/GSC-SERVICE-014-16,No
07/06/2016 12:00:00 AM,2017,EAP,Vanuatu,VU,P118895,VU:  Telecommunications & ICT TA,ICT/Telecommunications Services,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Info & Communication,1541538,Advisor to Regulator,07/12/2016 12:00:00 AM,Individual Consultant,Vanuatu,VU,Not assigned,66454,ADVISOR TO REGULATOR,No
07/06/2016 12:00:00 AM,2017,ECA,Kazakhstan,KZ,P150183,KZ SKILLS AND JOBS PROJECT,Administrative Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Social Protection,1544145,PIU Admin Asst,08/10/2016 12:00:00 AM,Individual Consultant,Kazakhstan,KZ,Not assigned,24243,KZSJ-3/IC-13,No
07/06/2016 12:00:00 AM,2017,ECA,Kazakhstan,KZ,P150183,KZ SKILLS AND JOBS PROJECT,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Social Protection,1544134,Employment and Workforce Trng Specialist,08/10/2016 12:00:00 AM,Individual Consultant,Kazakhstan,KZ,Not assigned,47250,KZSJ-3/IC-14,No
