As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/02/2007 12:00:00 AM,2008,ECA,Bosnia and Herz,BA,P071004,SOC INS TA,Institution building,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,(H)Health & social,1268229,HEALTH ACCOUNT APPLICATION AND FINANCIAL INFORMATION MANAGEM,07/04/2007 12:00:00 AM,HERMES SOFTLAB,Bosnia and Herz,BA,Not assigned,53966,BA/FBIH/SITAP/CS/CQ-38/07,No
07/02/2007 12:00:00 AM,2008,ECA,Bulgaria,BG,P094018,BG TTFSE 2,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1268803,PROCUREMENT SUPPORT TO THE PIT,07/13/2007 12:00:00 AM,TARGET INTERNATIONAL CONSULTING EOOD,Bulgaria,BG,Not assigned,40146,IV-2/CS/PIT/PS,No
07/02/2007 12:00:00 AM,2008,ECA,Moldova,MD,P099841,AVIAN FLU - MD,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Agriculture,1268727,CONSULTING  SERVICES FOR INVENTORY OF DATA ON WILD BIRDS MON,08/01/2007 12:00:00 AM,INSTITUTE OF ZOOLOGY OF THE ACADEMY OF SCIENCES,Moldova,MD,Not assigned,1229,2/C/2007/056630,No
07/02/2007 12:00:00 AM,2008,ECA,Moldova,MD,P099841,AVIAN FLU - MD,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Health,1268727,CONSULTING  SERVICES FOR INVENTORY OF DATA ON WILD BIRDS MON,08/01/2007 12:00:00 AM,INSTITUTE OF ZOOLOGY OF THE ACADEMY OF SCIENCES,Moldova,MD,Not assigned,410,2/C/2007/056630,No
07/02/2007 12:00:00 AM,2008,ECA,Moldova,MD,P099841,AVIAN FLU - MD,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1268727,CONSULTING  SERVICES FOR INVENTORY OF DATA ON WILD BIRDS MON,08/01/2007 12:00:00 AM,INSTITUTE OF ZOOLOGY OF THE ACADEMY OF SCIENCES,Moldova,MD,Not assigned,410,2/C/2007/056630,No
07/02/2007 12:00:00 AM,2008,ECA,Moldova,MD,P099841,AVIAN FLU - MD,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1268727,CONSULTING  SERVICES FOR INVENTORY OF DATA ON WILD BIRDS MON,08/01/2007 12:00:00 AM,INSTITUTE OF ZOOLOGY OF THE ACADEMY OF SCIENCES,Moldova,MD,Not assigned,410,2/C/2007/056630,No
07/02/2007 12:00:00 AM,2008,ECA,Romania,RO,P075163,HAZ MITIG,Feasibility Studies,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1269550,"TECHNICAL DESIGN AND BIDDING DOCUMENTS FOR ""PLACING SIRIU DA",07/06/2007 12:00:00 AM,HALCROW,United Kingdom,GB,Not assigned,283168,CC-15,No
07/02/2007 12:00:00 AM,2008,ECA,Russian Federat,RU,P064237,TB/AIDS CONTROL,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,Health,1269138,"SETS OF EQUIPMENT FOR ELISA, SETS OF EQUIPMENT FOR PCR, CENT",08/17/2007 12:00:00 AM,OOO LAMES,Russian Federat,RU,Not assigned,590979,4687/B.4.8.1.2 & 4687/B.4.9.1.2,No
07/02/2007 12:00:00 AM,2008,ECA,Tajikistan,TJ,P057883,DUSHANBE WS,Feasibility Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Water/Sanit/Waste,1271993,WATRE SUPPLY NETWORK ZONING,11/13/2007 12:00:00 AM,Individual Consultant,Czech Republic,CZ,Not assigned,46453,DWSP007,No
07/02/2007 12:00:00 AM,2008,ECA,Tajikistan,TJ,P098410,TAJSTAT,Miscellaneous,GOODS,Shopping,IBRD/IDA,Public Admin,1270501,PROCUREMENT OF VEHICLE,07/06/2007 12:00:00 AM,ALL ABEDEN STAR GENERAL TRAIDING LLC,United Arab Emi,AE,Not assigned,41600,SNNSP.S.G.4,No
07/02/2007 12:00:00 AM,2008,LCR,Brazil,BR,P060573,BR Tocantins Sustainable Regional Dev,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Transportation,1270343,TECHNICAL SUPPORT FOR COLLECTING BASELINE DATA FOR THE REGIO,09/13/2007 12:00:00 AM,Individual Consultant,Brazil,BR,Not assigned,67158,149/2007,No
07/02/2007 12:00:00 AM,2008,LCR,Honduras,HN,P040177,HN Financial Sector Technical Assistance,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Financial Sector,1269568,DATABASE PROCESSING & SOCIOECONOMIC ANALYSIS,07/30/2007 12:00:00 AM,FIDEL ANTONIO ORDONEZ GUZMAN,Honduras,HN,Not assigned,4400,FIDEL ANTONIO ORDONEZ GUZMAN,No
07/02/2007 12:00:00 AM,2008,LCR,Honduras,HN,P040177,HN Financial Sector Technical Assistance,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Financial Sector,1269569,SOCIOECONOMIC ANALYSIS,07/30/2007 12:00:00 AM,HELMIS CARDENAS VILLALOBOS,Honduras,HN,Not assigned,4400,HELMIS CARDENAS VILLALOBOS,No
07/02/2007 12:00:00 AM,2008,MNA,"Iran, Islamic R",IR,P071191,IR - Ahwaz & Shiraz Water Supply & Sanit,Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1268691,CONSULTING  SERVICES FOR DESIGN BUILD AND OPERATE  ( DBO)  O,08/09/2007 12:00:00 AM,P2M BERLIN GMBH,Germany,DE,Not assigned,1314907,ATA-4:DBO WASTEWATER TREAT.PLANT,No
07/02/2007 12:00:00 AM,2008,MNA,"Iran, Islamic R",IR,P071191,IR - Ahwaz & Shiraz Water Supply & Sanit,Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1268691,CONSULTING  SERVICES FOR DESIGN BUILD AND OPERATE  ( DBO)  O,08/09/2007 12:00:00 AM,TEHRAN-BOSTON ENGINEERING COMPANY,"Iran, Islamic R",IR,Not assigned,1314907,ATA-4:DBO WASTEWATER TREAT.PLANT,No
07/02/2007 12:00:00 AM,2008,MNA,Jordan,JO,P053834,JO - Privatization TA (USAID),Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Financial Sector,1276935,TECHNICAL ASSISTANCE FOR PMU: (1) ESTABLISHMENT OF PMU AND (,07/31/2007 12:00:00 AM,NETHERLANDS AIRPORT CONSULTANTS B.V.(NACO),Netherlands,NL,Not assigned,205000,TA FOR QAIA AND PMU,No
07/02/2007 12:00:00 AM,2008,SAR,Bangladesh,BD,P071435,BD: Rural Transport Improvement Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1271579,IMPROVEMENT OF UPAZILA ROADS OF MOULOVIBAZAR DISTRICT,08/05/2007 12:00:00 AM,JV OF MD. ANWAR HOSSAIN & M/S. MD. ILIAS,Bangladesh,BD,Not assigned,471018,MOU/UZR-324,No
07/02/2007 12:00:00 AM,2008,SAR,Bangladesh,BD,P053578,BD: Social Investment Program Project,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,(H)Health & social,1268963,S-22.1:MONGA MITIGATION INITIATIVE PILOT PROGRAM,08/01/2007 12:00:00 AM,NEETI GOBESHONA KENDRO,Bangladesh,BD,Not assigned,5073,S-22.1:MONGA MITIGATION,No
07/02/2007 12:00:00 AM,2008,SAR,Pakistan,PK,P071454,AJK Community Infrastructure & Services,Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1270332,"CONSULTING SERVICES FOR DESIGN, PROCUREMENT AND CONSTRUCTION",07/02/2007 12:00:00 AM,"ENGINEERING AND MANAGEMENT SERVICES, ISLAMABAD",Pakistan,PK,Not assigned,936062,PT.Z-DESIGN & CONSTRUCT SUPVN.-P,No
07/03/2007 12:00:00 AM,2008,AFE,Madagascar,MG,P082806,MG-Transp Infrastr Invest Prj (FY04),Feasibility Studies,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1269759,ETUDE D'AVANT PROJET DETAILLEE DES TRAVAUX DE CONSTRUCTION D,07/26/2007 12:00:00 AM,JARY,Madagascar,MG,Not assigned,48054,632/PST,No
07/03/2007 12:00:00 AM,2008,AFE,Mozambique,MZ,P076809,MZ-GEF TFCA & Tourism Dev (FY06),Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Industry & Trade/Ser,1273118,IMPLEMENTATION OF THE BIODIVERSITY CONSERVATION AND TOURISM,07/05/2007 12:00:00 AM,"SAL CONSULTORIA EM DESENVOLVIMENTO SOCIAL, LDA",Mozambique,MZ,Not assigned,257716,UC-ACTF/096/07,No
07/03/2007 12:00:00 AM,2008,AFR,Africa,3A,P083751,3A-West &Central Afr Air Tran TAL (FY06),"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Transportation,1269831,FOURNITURE DE 4 VÉHICULES D'INSPECTION,09/19/2007 12:00:00 AM,AFRICA MOTORS,Burkina Faso,BF,Not assigned,161466,2007-265/MEF/MID/MT/PST-2,No
07/03/2007 12:00:00 AM,2008,AFR,Africa,3A,P083751,3A-West &Central Afr Air Tran TAL (FY06),"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Transportation,1269972,ACQUISITION DE DEUX AMBULANCES MEDICALISEES AVEC EQUIPMENT M,09/19/2007 12:00:00 AM,AFRICA MOTORS,Burkina Faso,BF,Not assigned,294403,2007-266/MEF/MID/MT/PST-2,No
07/03/2007 12:00:00 AM,2008,AFW,Nigeria,NG,P090104,NG-Natl Energy Dev SIL (FY06),"Equipment, Electrical",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1269322,ELECTRIFICATION OF RURAL COMMUNITIES IN CROSS RIVER STATE,07/25/2007 12:00:00 AM,ALTARGATE ASSOCIATES LIMITED,Nigeria,NG,Not assigned,1327327,D-2D3-LOTS 1&2,No
07/03/2007 12:00:00 AM,2008,AFW,Sierra Leone,SL,P086801,SL-Bumbuna Env. and Social SIL (FY05),"Services,   Small Works",CIVIL WORKS,Direct Selection,IBRD/IDA,Water/Sanit/Waste,1268889,THE CONSTRUCTION OF AN ENVIRONMENTAL FLOW BY-PASS,07/23/2007 12:00:00 AM,"SALINI COSTRUTTORI, SPA",Italy,IT,Not assigned,1210680,SALINI,No
07/03/2007 12:00:00 AM,2008,EAP,China,CN,P042109,CN-BEIJING ENVIRONMENT II,"Equipment, Water Supply and Sewerage",GOODS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1269826,BEIJING XIAOHONGMEN WASTEWATER TREATMENT PLANT,09/05/2007 12:00:00 AM,ITT FLYGT (HONG KONG) LTD.,China,CN,Not assigned,768817,WWE13.1,No
07/03/2007 12:00:00 AM,2008,EAP,China,CN,P045915,CN-Urumqi Urban Transport,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1267814,A ELEVATED ROAD OF ZHIZHUSHAN TUNNEL,02/02/2004 12:00:00 AM,XINJIANG NO.3 CONSTRUCTION CO.,China,CN,Not assigned,9338556,SC1,No
07/03/2007 12:00:00 AM,2008,EAP,Indonesia,ID,P078070,ID-Support for Poor and Disadvant Areas,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1268349,INDIVIDUAL CONSULTANT SERVICES FOR MONITORING AND EVALUATION,07/13/2007 12:00:00 AM,Individual Consultant,Indonesia,ID,Not assigned,13282,134/KTR/P2DTK/VII/2007,No
07/03/2007 12:00:00 AM,2008,EAP,Philippines,PH,P070899,PH LAGUNA DE BAY INSTITUTIONAL STRENGTHE,"Works, Installation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1268506,CONSTRUCTION OF MAJAYJAY FALLS ECO-TOURISM SUB PROJECT,07/12/2007 12:00:00 AM,ATLANTIC ERECTORS,Philippines,PH,Not assigned,493939,MAJAYJAY FALLS ECO-TOURISM,No
07/03/2007 12:00:00 AM,2008,ECA,Kyrgyz Republic,KG,P087811,KG Redu Tech Barriers for Enterpr & Trad,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Industry & Trade/Ser,1290793,Project Component Coordinator,05/01/2007 12:00:00 AM,Individual Consultant,Kyrgyz Republic,KG,Not assigned,49718,RTBET/TR/PROJECT COMPONENT COORD,No
07/03/2007 12:00:00 AM,2008,LCR,Peru,PE,P065256,PE NATIONAL RURAL WATER SUPPLY AND,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Water/Sanit/Waste,1267950,PROJECT COORDINATOR (OPERATIVO),NA,Individual Consultant,Peru,PE,Not assigned,38400,FRANCISCO CARBAJAL ZAVALETA,No
07/03/2007 12:00:00 AM,2008,LCR,Peru,PE,P065256,PE NATIONAL RURAL WATER SUPPLY AND,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Water/Sanit/Waste,1267952,project coordinator,10/01/2008 12:00:00 AM,Individual Consultant,Peru,PE,Not assigned,62281,118-2008/VIVIENDA/VMCS-PRONASAR,No
07/03/2007 12:00:00 AM,2008,LCR,Peru,PE,P065256,PE NATIONAL RURAL WATER SUPPLY AND,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Water/Sanit/Waste,1267953,TECHNICAL ASSISTANCE,NA,Individual Consultant,Peru,PE,Not assigned,18000,EMILSE AROHUANCA LAGOS,No
07/03/2007 12:00:00 AM,2008,MNA,"Egypt, Arab Rep",EG,P045175,EG-HEALTH SECTOR,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1269683,SUPPLY OF AVIAN FLU MASKS,07/05/2007 12:00:00 AM,HIGH TECH FOR PROJECTS AND TRADING S.A.E.,"Egypt, Arab Rep",EG,Not assigned,1185000,12/GOODS/ICB/WB/2006,No
07/03/2007 12:00:00 AM,2008,SAR,Afghanistan,AF,P117103,AF: National Solidarity Program III,Project Management,CONSULTANT SERVICES,Fixed Budget Selection,IBRD/IDA,Agriculture,1314317,For Facilitation in Uncovered Communities in the Distritcs o,08/15/2007 12:00:00 AM,CHA,Afghanistan,AF,Not assigned,2004000,MRRD/NSPII/NEW DISTRICT/13-CHA,No
07/03/2007 12:00:00 AM,2008,SAR,Afghanistan,AF,P117103,AF: National Solidarity Program III,Project Management,CONSULTANT SERVICES,Fixed Budget Selection,IBRD/IDA,Agriculture,1314888,For Facilitation in Uncovered Communities in the Districts o,08/15/2007 12:00:00 AM,CHA,Afghanistan,AF,Not assigned,2004000,MRRD/NSPII//NEW DISTRIC/9-CHA,No
07/03/2007 12:00:00 AM,2008,SAR,Afghanistan,AF,P117103,AF: National Solidarity Program III,Project Management,CONSULTANT SERVICES,Fixed Budget Selection,IBRD/IDA,Agriculture,1315280,Facilitation in NEW communities in Ditricts already entered,07/03/2007 12:00:00 AM,ACTED,Afghanistan,AF,Not assigned,2277000,MRRD/NSPII/NEW/01-ACTECT,No
07/03/2007 12:00:00 AM,2008,SAR,Afghanistan,AF,P117103,AF: National Solidarity Program III,Project Management,CONSULTANT SERVICES,Fixed Budget Selection,IBRD/IDA,Agriculture,1316532,For facilitation in Uncovered Communites in the Distrcits of,08/15/2007 12:00:00 AM,SCA,Afghanistan,AF,Not assigned,710159,MRRD/NSPII/NEW DISTRICT/04-SCA,No
07/03/2007 12:00:00 AM,2008,SAR,Afghanistan,AF,P117103,AF: National Solidarity Program III,Project Management,CONSULTANT SERVICES,Fixed Budget Selection,IBRD/IDA,Agriculture,1319612,For facilitaion in Uncovered Communties in the districts of,08/15/2007 12:00:00 AM,DACAR,Afghanistan,AF,Not assigned,801600,MRRD/NSPII/NEW DISTRICT/09-DACAA,No
07/03/2007 12:00:00 AM,2008,SAR,Afghanistan,AF,P098118,Afghanistan: Natural Resources Devt,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Energy & Extractives,1272570,MINIG POLICY-LEGAL ADVISOR TO MINISTRY OF MINES,08/01/2007 12:00:00 AM,Individual Consultant,New Zealand,NZ,Not assigned,178000,MOM/PMU/21,No
07/03/2007 12:00:00 AM,2008,SAR,Bangladesh,BD,P062916,BD Central Bank Strengthening Project,Policy and Strategy,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Financial Sector,1269641,BB S-28: FINANCIAL MANAGEMENT CONSULTANT,09/06/2007 12:00:00 AM,S.F.AHMED & CO.,Bangladesh,BD,Not assigned,116179,BB S-28: FINANCIAL MANAGEMENT CO,No
07/03/2007 12:00:00 AM,2008,SAR,India,IN,P075056,Food & Drugs Capacity Building Project,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Health,1268292,CONSULTANCY SERVICES FOR PROVIDING THE MANPOWER,NA,EDCIL,India,IN,Not assigned,300000,WBR NO. 16,No
07/03/2007 12:00:00 AM,2008,SAR,Nepal,NP,P050671,NP: Telecommunications Sector Reform,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Info & Communication,1271783,MR. PRABHAKAR ADHIKARY - MOIC ADVISOR,08/24/2007 12:00:00 AM,Individual Consultant,Nepal,NP,Not assigned,41896,MOIC ADVISOR - MR. PRABHAKAR ADH,No
07/03/2007 12:00:00 AM,2008,SAR,Pakistan,PK,P103989,Pakistan-TA for LHW 3rd Party Evaluation,Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,Recipient Executed A,(H)Health & social,1270844,CONSULTING FIRMS SERVICES FOR THE INDEPENDENT EVALUATION OF,10/24/2007 12:00:00 AM,OXFORD POLICY MANAGEMENT,United Kingdom,GB,Not assigned,1040106,EVALUATION OF LHW PROGRAM,No
07/04/2007 12:00:00 AM,2008,AFE,Kenya,KE,P078058,KE-Arid Lands 2 SIL (FY03),Training Services,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1276163,NRM TRAINING CONSULTANCY,08/01/2007 12:00:00 AM,PROFESSIONAL TRAINING CONSULTANTS,Kenya,KE,Not assigned,301304,NRM TRAINING CONSULTANCY,No
07/04/2007 12:00:00 AM,2008,AFE,Uganda,UG,P074079,UG-Road Dev APL 3 (FY05),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1311449,Consultancy Services for the Construction Supervision of the,08/10/2007 12:00:00 AM,NORCONSULT INTERNATIONAL AS,Norway,NO,Not assigned,2001949,#,No
07/04/2007 12:00:00 AM,2008,AFW,Cameroon,CM,P048204,(Pipeline) CM-CAPECE Env Oil TA (FY00),Training Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1266442,FORMATION DU PERSONNEL DU COMITE DE PILOTAGE ET DE SUIVI DES,03/14/2006 12:00:00 AM,ENSPM FORMATION INDUSTRIE - IFP TRAINING,France,FR,Not assigned,539898,CONVENTION PARTENARIAT CPSP & EN,No
07/04/2007 12:00:00 AM,2008,AFW,Nigeria,NG,P071075,NG-Urb Water Sec Reform 1 SIL (FY04),"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1269477,"REHAB OF TRANSMISSION MAINS, RESERVOIRS & DISTRIBUTION NETWO",08/13/2007 12:00:00 AM,CGC NIGERIA LTD,Nigeria,NG,Not assigned,2221552,1NUWSRP/KDSWB/ICB/WORKS/02/07 LO,No
07/04/2007 12:00:00 AM,2008,AFW,Nigeria,NG,P071075,NG-Urb Water Sec Reform 1 SIL (FY04),"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1269483,REHAB OF DISTRIBUTION NETWORK FOR KADUNA METRO,08/13/2007 12:00:00 AM,CGC NIGERIA LTD,Nigeria,NG,Not assigned,3141129,1NUWSRP/KDSWB/ICB/WORKS/02/07 LO,No
07/04/2007 12:00:00 AM,2008,AFW,Nigeria,NG,P071075,NG-Urb Water Sec Reform 1 SIL (FY04),"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1269847,REHAB OF IJEBU-ODE WATER SCHEME,08/08/2007 12:00:00 AM,UNIPUMPS NIGERIA LTD.,Nigeria,NG,Not assigned,7330326,IDA/NUWSRP/ICB02/WKS/OGUN IJE-JU,No
07/04/2007 12:00:00 AM,2008,AFW,Nigeria,NG,P071075,NG-Urb Water Sec Reform 1 SIL (FY04),"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1269928,REHAB OF SHAGAMU WATER SUPPLY SCHEME - AUG 2007,08/08/2007 12:00:00 AM,UNIPUMPS NIGERIA LTD.,Nigeria,NG,Not assigned,5667058,IDA/NUWSRP/ICB01/WKS/OGUN IJE-AU,No
07/04/2007 12:00:00 AM,2008,EAP,China,CN,P077615,CN-GEF-Gansu & Xinjiang Pastoral Develop,Project Management,CONSULTANT SERVICES,Quality Based Selection,GEF,Agriculture,1274657,DESIGN & IMPLEMENTATION OF PROJECT IMPACT & OUTCOME MONITORI,07/24/2007 12:00:00 AM,JV AGRITEAM CANADA CONSULTING LTD AND GANSU AGRICULTURAL UNI,China,CN,Not assigned,328570,947-GPPM007-4,No
07/04/2007 12:00:00 AM,2008,ECA,Georgia,GE,P074361,SIF 2,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1269580,DABA MANGLISI WATER SUPPLY SYSTEM RECONSTRUCTION IN LENTEKHI,07/10/2007 12:00:00 AM,LTD ODA,Georgia,GE,Not assigned,183963,SID/NVB/W/010-2007,No
07/04/2007 12:00:00 AM,2008,ECA,Moldova,MD,P105602,MDTF FOR PUBLIC ADMIN REFORM,Governance Services,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Public Admin,1280381,LOCAL CONSULTANT ON CIVIL SERVICE LEGISLATION,07/09/2007 12:00:00 AM,Individual Consultant,Moldova,MD,Not assigned,16200,23/1.2.1 LITVINENCO,No
07/04/2007 12:00:00 AM,2008,ECA,Montenegro,ME,P082223,HEALTH SYSTEM,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,(H)Health & social,1269694,TECHNICAL ASSISTANCE IN DESIGN AND PRODUCTION OF THE NATIONA,07/05/2007 12:00:00 AM,Individual Consultant,Slovenia,SI,Not assigned,40435,SAM-MHSIP-3918 YF-CIDA-IC-S-07-A,No
07/04/2007 12:00:00 AM,2008,ECA,Romania,RO,P075163,HAZ MITIG,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1271034,REGULARIZATION AND EMBANKMENT ON TARNAVA MICA RIVER CETATEA,07/12/2007 12:00:00 AM,S.C. REPCON S.A.,Romania,RO,Not assigned,1928622,WB/W/4736/RO/CW5,No
