As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1282171,CARRO PARA CURACIONES,07/21/2008 12:00:00 AM,"GOVAL INTERNACIONAL, S.A.",Mexico,MX,Not assigned,2199,PROCEDES-014-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1283155,Puchase of: Surgical Equipment for General Basic Surgery (It,07/21/2008 12:00:00 AM,ALTA RESOLUCION EN CIRUGIA,Mexico,MX,Not assigned,58979,PROCEDES-003-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285013,Purchasing Medical and Laboratory Equipment and Instruments,07/21/2008 12:00:00 AM,CRACKS,Mexico,MX,Not assigned,1041842,PROCEDES-011-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285014,Purchasing of Medical and Laboratory Equipment and Instrumen,07/21/2008 12:00:00 AM,COSMO MEDICA,Mexico,MX,Not assigned,9220,PROCEDES-009-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285015,Purchasing of Medical and Laboratory Equipment and Instrumen,07/21/2008 12:00:00 AM,"DEWIMED, S.A.",Mexico,MX,Not assigned,390545,PROCEDES-004-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285033,Purchasing of medical and laboratory equipment and instrumen,07/21/2008 12:00:00 AM,"PROVEEDORA MEDICA HOSPITALARIA, S.A.",Mexico,MX,Not assigned,20214,PROCEDES-006-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285035,Purchasing of medical and laboratory equipment and instrumen,07/21/2008 12:00:00 AM,MAQUINAS DE DIBUJO,Mexico,MX,Not assigned,102011,PROCEDES-001-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285036,Purchasing of Medical and Laboratory Equipment and instrumen,07/21/2008 12:00:00 AM,"GOVAL INTERNACIONAL, S.A.",Mexico,MX,Not assigned,2199,PROCEDES-014-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285037,Purchasing of Medical and Laboratory Equipment and Medical i,07/21/2008 12:00:00 AM,"PRODISUN, S.A., C.V.",Mexico,MX,Not assigned,13218,PROCEDES-012-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285039,Purchasing of Medical and Laboratory Equipment and Instrumen,07/21/2008 12:00:00 AM,"GALERIA MEDICA DEL NORTE, S.A. DE C.V.",Mexico,MX,Not assigned,12325,PROCEDES-008-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1285042,Purchasing Medical and Laboratory Equipment and Instrumental,07/21/2008 12:00:00 AM,MEDI CARE GROUP,Mexico,MX,Not assigned,4190,PROCEDES-013-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1290305,Purchasing of One Door Steam Sterilizer per ICB 37101003-001,07/21/2008 12:00:00 AM,"FEHLMEX, S.A.",Mexico,MX,Not assigned,40223,PROCEDES-015-08,No
07/01/2008 12:00:00 AM,2009,LCR,Mexico,MX,P066321,MX: III BASIC HEALTH CARE PROJECT,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1290307,Purchasing of Laparoscopic Unit per ICB 37101003-001-08 for,07/21/2008 12:00:00 AM,"LIFETEC, S.A.",Mexico,MX,Not assigned,100559,PROCEDES-002-08,No
07/01/2008 12:00:00 AM,2009,LCR,Peru,PE,P074021,PE GEF Lima Transport Project,Sector Studies,CONSULTANT SERVICES,Single Source Selection,GEF,Transportation,1276069,COMPARATIVE STUDY FOR EXPANDING THE BIKEWAY NETWORK,05/13/2008 12:00:00 AM,CIDATT-CENTRO DE INVESTIGACION Y DE ASESORIA DEL TRANSPORTE,Peru,PE,Not assigned,5950,021-2008-FONAM/PHT,No
07/01/2008 12:00:00 AM,2009,MNA,"Egypt, Arab Rep",EG,P101103,EGYPT-Railways Restructuring,Audit Services,CONSULTANT SERVICES,Least Cost Selection,IBRD/IDA,Transportation,1279589,AUDIT OF PHRD GRANT,10/22/2008 12:00:00 AM,MAZARS - MOSTAFA SHAWKI,"Egypt, Arab Rep",EG,Not assigned,8164,AUDIT OF PHRD GRANT,No
07/01/2008 12:00:00 AM,2009,MNA,Iraq,IQ,P091344,IQ-EMERGENCY PRIVATE SECTOR DEVELOPMENT,Project Management,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Financial Sector,1280255,SUPPORT TO THE PROJECT MANAGEMENT TEAM,06/01/2008 12:00:00 AM,RAMZI H. SADERALDIN,Iraq,IQ,Not assigned,18167,EPSD.MOPDC.IC/SSS-1/2008,No
07/01/2008 12:00:00 AM,2009,MNA,Iraq,IQ,P091344,IQ-EMERGENCY PRIVATE SECTOR DEVELOPMENT,Project Management,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Industry & Trade/Ser,1280255,SUPPORT TO THE PROJECT MANAGEMENT TEAM,06/01/2008 12:00:00 AM,RAMZI H. SADERALDIN,Iraq,IQ,Not assigned,18167,EPSD.MOPDC.IC/SSS-1/2008,No
07/01/2008 12:00:00 AM,2009,MNA,Iraq,IQ,P091344,IQ-EMERGENCY PRIVATE SECTOR DEVELOPMENT,Project Management,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Info & Communication,1280255,SUPPORT TO THE PROJECT MANAGEMENT TEAM,06/01/2008 12:00:00 AM,RAMZI H. SADERALDIN,Iraq,IQ,Not assigned,18167,EPSD.MOPDC.IC/SSS-1/2008,No
07/01/2008 12:00:00 AM,2009,MNA,"Yemen, Republic",RY,P043254,RY-Health Reform Support Proj (HRSP),"Equipment, Electrical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1291642,Procurement of Generators (Tender GHPWP - 2/3 Lot 3),02/13/2008 12:00:00 AM,MOPC FOR OIL,"Yemen, Republic",RY,Not assigned,132167,GOODS/PROCUREMENT OF GENERATORS,No
07/01/2008 12:00:00 AM,2009,MNA,"Yemen, Republic",RY,P043254,RY-Health Reform Support Proj (HRSP),"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1279386,PROCUREMENT OF HEALH EQUIPMENT AND FURNITURE - LOT 1,08/26/2008 12:00:00 AM,DIDA DRUGS & MED. CORP.,"Yemen, Republic",RY,Not assigned,2564339,GHPWP-2/3 LOT 1,No
07/01/2008 12:00:00 AM,2009,MNA,"Yemen, Republic",RY,P043254,RY-Health Reform Support Proj (HRSP),"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1284782,Supply & Installation of Medical  Equipment for 11 Health Ce,09/07/2008 12:00:00 AM,FUAD ENGINEERING AND TRADING OF YEMEN,"Yemen, Republic",RY,Not assigned,527140,#,No
07/01/2008 12:00:00 AM,2009,MNA,"Yemen, Republic",RY,P043254,RY-Health Reform Support Proj (HRSP),"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1284783,Supply & Installation of Medical Equipment for 11 Hospitals,09/07/2008 12:00:00 AM,AL-AHLASI CORPORATION FOR INT. TRADE,"Yemen, Republic",RY,Not assigned,284300,HRSP/G/GHPWP-2/3 LOT 6,No
07/01/2008 12:00:00 AM,2009,MNA,"Yemen, Republic",RY,P043254,RY-Health Reform Support Proj (HRSP),"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1286345,Procurement of Medical Equipment for 11 Hospitals and Health,08/26/2008 12:00:00 AM,AL-ATHEIR CO. FOR TRADING & AGENCIES,"Yemen, Republic",RY,Not assigned,314045,GHPWP-2/3 LOT 4,No
07/01/2008 12:00:00 AM,2009,SAR,Afghanistan,AF,P103343,AF: National Emergency Rural Access Proj,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1280143,"REHABILITATION OF ROAD FROM QADIS TO QALA-E-NAW, LOT 2 CH. 1",08/05/2008 12:00:00 AM,*AFGHANISTAN REHABILITATION AND ARCHITECHTURE,Afghanistan,AF,Not assigned,257314,MPW/WB/NERAP/WEST/BDS/047/C2/002,No
07/01/2008 12:00:00 AM,2009,SAR,Afghanistan,AF,P103343,AF: National Emergency Rural Access Proj,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1280144,"REHABILITATION OF ROAD FROM QADIS TO QALA-E-NAW, (LOT-3), CH",08/05/2008 12:00:00 AM,*TARAQI CONSTRUCTION COMPANY*,Afghanistan,AF,Not assigned,274238,MPW/WB/NERAP/WEST/BDS/047/C2/003,No
07/01/2008 12:00:00 AM,2009,SAR,Afghanistan,AF,P103343,AF: National Emergency Rural Access Proj,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1281193,"REHABILITATION OF ROAD FROM QADIS TO QALA-E-NAW,(LOT-4)",08/05/2008 12:00:00 AM,TARAQI CONSTRUCTION COMPANY,Afghanistan,AF,Not assigned,292899,MPW/WB/NERAP/WEST/BDS/047/C2/004,No
07/01/2008 12:00:00 AM,2009,SAR,Afghanistan,AF,P103343,AF: National Emergency Rural Access Proj,"Works, Installation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1280142,"REHABILITATION OF ROAD FROM QADIS TO QALA-E-NAW. LOT, CH. 0+",08/05/2008 12:00:00 AM,*AFGHANISTAN REHABILITATION AND ARCHITECHTURE,Afghanistan,AF,Not assigned,289291,MPW/WB/NERAP/WEST/BDS/047/C2/001,No
07/01/2008 12:00:00 AM,2009,SAR,Bangladesh,BD,P074841,BD: HNP Sector Program,Health Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,(H)Health & social,1278508,SERVICES FOR 17TH IMMUNIZATION DAY: AGREEMENT BETWEEN WHO AN,10/16/2008 12:00:00 AM,WORLD HEALTH ORGANIZATION (WHO),World,1W,Not assigned,747274,17TH NID-WHO & MOHFW AGREEMENT,Yes
07/01/2008 12:00:00 AM,2009,SAR,India,IN,P067216,KAR WSHD DEVELOPMENT,Feasibility Studies,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Agriculture,1284149,Consultancy for increased productivity with sustainable use,09/04/2008 12:00:00 AM,ICRISAT,India,IN,Not assigned,335535,WBR NO. 97,No
07/01/2008 12:00:00 AM,2009,SAR,Nepal,NP,P095977,NP: Road Sector Development Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1276548,UPGRADIN OF TALLODUNGESHWOR-SIYAKOT ROAD: CH: 0+000 KM TO 8+,07/11/2008 12:00:00 AM,LAMA CONSTRUCTION,Nepal,NP,Not assigned,462062,RSDP-NCB-TSD-12,No
07/01/2008 12:00:00 AM,2009,SAR,Nepal,NP,P095977,NP: Road Sector Development Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1276548,UPGRADIN OF TALLODUNGESHWOR-SIYAKOT ROAD: CH: 0+000 KM TO 8+,07/11/2008 12:00:00 AM,M/S LOHANI & BROTHERS PVT. LTD.,Nepal,NP,Not assigned,462062,RSDP-NCB-TSD-12,No
07/01/2008 12:00:00 AM,2009,SAR,Nepal,NP,P095977,NP: Road Sector Development Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1276549,UPGRADIN OF UPGRADING OF SURKHET-SIYAKOT-DAILEKH ROAD (CH:43,07/10/2008 12:00:00 AM,KALIKA CONSTRUCTION COMPANY PVT. LTD.,Nepal,NP,Not assigned,557373,RSDP-NCB-TSD-13,No
07/01/2008 12:00:00 AM,2009,SAR,Nepal,NP,P095977,NP: Road Sector Development Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1276549,UPGRADIN OF UPGRADING OF SURKHET-SIYAKOT-DAILEKH ROAD (CH:43,07/10/2008 12:00:00 AM,M/S SAPANA NIRMAN SEWA,Nepal,NP,Not assigned,557373,RSDP-NCB-TSD-13,No
07/01/2008 12:00:00 AM,2009,SAR,Nepal,NP,P095977,NP: Road Sector Development Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1276550,UPGRADIN OF UPGRADING OF SURKHET-SIYAKOT-DAILEKH ROAD (CH:55,07/11/2008 12:00:00 AM,P.S. CONSTRUCTION COMPANY PVT. LTD.,Nepal,NP,Not assigned,315524,RSDP-NCB-TSD-14,No
07/01/2008 12:00:00 AM,2009,SAR,Nepal,NP,P095977,NP: Road Sector Development Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1276550,UPGRADIN OF UPGRADING OF SURKHET-SIYAKOT-DAILEKH ROAD (CH:55,07/11/2008 12:00:00 AM,TAMANG CONSTRUCTION PVT. LTD.,Nepal,NP,Not assigned,315524,RSDP-NCB-TSD-14,No
