As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/09/2018 12:00:00 AM,2019,AFE,Lesotho,LS,P144933,LS-Second Pvt. Sector Competitiveness,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Others,1563213,Procure services of a Horticulture Infrastructure Technician,07/23/2018 12:00:00 AM,Individual Consultant,Lesotho,LS,Not assigned,11100,LS-MTI-61211-CS-INDV,No
07/09/2018 12:00:00 AM,2019,AFE,Somalia,SO,P156257,Special Financing Facility for Local Dev,Not assigned,CIVIL WORKS,Request for Bids,Recipient Executed A,Public Admin,1564409,Construction of Burtinle District administration office whic,07/18/2018 12:00:00 AM,GATEWAY CONSTRUCTION & CONTRUCTING  COMPANY,Somalia,SO,Not assigned,268685,SO-MOF-12122-CW-RFB,No
07/09/2018 12:00:00 AM,2019,AFE,Southern Africa,3S,P126661,SAPP-AREP Regional Program,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1562773,PRE-FEASIBILITY STUDIES FOR THE ENVIRONMENTAL AND SOCIAL IMP,07/09/2018 12:00:00 AM,AURECON SOUTH AFRICA (PTY) LTD,South Africa,ZA,Not assigned,381187,ZW-SAPP-25548-CS-QCBS,No
07/09/2018 12:00:00 AM,2019,AFW,Nigeria,NG,P123513,NG-III Nat'l Urban Water Sector Reform,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Water/Sanit/Waste,1603598,Replacement of 50Km Mains distribution network and Installat,11/02/2018 12:00:00 AM,CGC NIGERIA LTD,Nigeria,NG,Not assigned,6759150,NG-BAUCHI NUWSRP III-42530-CW-RF,No
07/09/2018 12:00:00 AM,2019,EAP,China,CN,P133114,Heilongjiang Public Transport,Not assigned,GOODS,Request for Bids,IBRD/IDA,Others,1595041,Public transportation intergrated maintenance system,09/21/2018 12:00:00 AM,HARBIN CORNER SCIENCE&TECHNOLOGY INC.,China,CN,Not assigned,4059464,HGJ-BI-3-2,No
07/09/2018 12:00:00 AM,2019,EAP,Samoa,WS,P154839,Pacific Resilience Program - Samoa,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1562758,Contract for PREPSamoaCON14 / System Integrator Consultant /,04/16/2018 12:00:00 AM,STITCHING DELTARES LTD,Netherlands,NL,Not assigned,1326616,WS-MNRE DMO-47817-CS-QCBS,No
07/09/2018 12:00:00 AM,2019,EAP,Vietnam,VN,P123384,VN-Danang Sustainable City Development,Not assigned,GOODS,Request for Bids,IBRD/IDA,Transportation,1591405,"Lot 2 - Supply, installation of traffic signal priority syst",12/25/2018 12:00:00 AM,"SOCIEDAD IBÉRICA DE CONSTRUCCIONES ELÉCTRICAS, S.A (SICE)",Spain,ES,Not assigned,4247244,2-4-2-5,No
07/09/2018 12:00:00 AM,2019,ECA,Belarus,BY,P148181,Belarus Education Modernization Project,"Equipment, Educational",GOODS,Request for Bids,IBRD/IDA,Education,1562308,Supply of educational equipment for Computer Science classro,08/15/2018 12:00:00 AM,ENGLER,Ukraine,UA,Not assigned,855630,BEMP/ICB/1.2/1-16-1,No
07/09/2018 12:00:00 AM,2019,ECA,Turkey,TR,P132189,Turkey SME Energy Efficiency Project GEF,Training Services,CONSULTANT SERVICES,Single Source Selection,GEF,Energy & Extractives,1562411,Training Services on Energy Efficiency Data and Indicators a,07/26/2018 12:00:00 AM,ENERDATA,France,FR,Not assigned,49560,MENR-CS-10,No
07/09/2018 12:00:00 AM,2019,ECA,Ukraine,UA,P132386,Second Urban Infrastructure Proj (UIP2),Policy and Strategy,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1562397,Consulting services for Development of the Utilities Perform,07/12/2018 12:00:00 AM,DECON INTERNATIONAL GMBH,Germany,DE,Not assigned,2547326,ISCB-QCBS-01/12-43/2018,No
07/09/2018 12:00:00 AM,2019,MNA,"Egypt, Arab Rep",EG,P145699,Strengthening Social Safety Net Project,Not assigned,NON-CONSULTING SERVICES,Direct Selection,IBRD/IDA,Social Protection,1603066,Providing SDSL land lines connectivity service to MOSS Socia,07/10/2018 12:00:00 AM,TELECOMEGYPT,"Egypt, Arab Rep",EG,Not assigned,1825150,EG-MOSS-52515-NC-DIR,No
07/09/2018 12:00:00 AM,2019,SAR,Bangladesh,BD,P154511,BD Regional Waterway Transport Project 1,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Transportation,1562763,Project Coordinator (Individual Consultant-National),07/12/2018 12:00:00 AM,Individual Consultant,Bangladesh,BD,Not assigned,524172,BRWTP-S-14/5,No
07/09/2018 12:00:00 AM,2019,SAR,India,IN,P151744,HP Horticulture Development Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1562453,Services Providers for Agro-enterprise Development,03/13/2018 12:00:00 AM,"JV,S OF PRICEWATERHOUSECOOPERS PVT.LTD AND INDIAN SCIENCE AN",India,IN,Not assigned,2087420,HPHDP ABPF CS-2,No
07/10/2018 12:00:00 AM,2019,AFE,Malawi,MW,P154185,Malawi Education Sector Improvement Proj,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,Recipient Executed A,Education,1588684,Consultancy Services to Provide School Leadership Training P,07/24/2017 12:00:00 AM,ASIAN INSTITUTE OF DEVELOPMENTAL STUDIES INC. (AIDSI) & CHAN,Philippines,PH,Not assigned,451048,MW-MOEST-16451-CS-QCBS,No
07/10/2018 12:00:00 AM,2019,AFE,Malawi,MW,P154185,Malawi Education Sector Improvement Proj,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,Recipient Executed A,Education,1588684,Consultancy Services to Provide School Leadership Training P,07/24/2017 12:00:00 AM,CHANCELLOR COLLEGE,Malawi,MW,Not assigned,451048,MW-MOEST-16451-CS-QCBS,No
07/10/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P111155,TZ-Zanzibar Urban Services Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1568307,Consultancy Services for the Construction Supervision of Sol,10/03/2018 12:00:00 AM,HYDEA S P A,Italy,IT,Not assigned,1412171,TZ-MOFEA-ZNZ-9525-CS-QCBS,No
07/10/2018 12:00:00 AM,2019,AFW,Ghana,GH,P114264,Ghana Commercial Agriculture,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Industry & Trade/Ser,1565954,REHABILITATION AND MODERNIZATION OF TONO IRRIGATION PROJECT,09/06/2018 12:00:00 AM,TOP INTERNATIONAL ENGINEERING CORPORATION,China,CN,Not assigned,28812845,GH-GCAP-45400-CW-RFB,No
07/10/2018 12:00:00 AM,2019,AFW,Ghana,GH,P151026,Transport Sector Improvement Project,Not assigned,GOODS,Request for Quotations,IBRD/IDA,Others,1563154,Purchase of Three (3) No. SUV Vehicles for Project Staff,08/06/2018 12:00:00 AM,AUTOMALL GHANA LTD,Ghana,GH,Not assigned,220500,GH-MRH-57119-GO-RFQ,No
07/10/2018 12:00:00 AM,2019,EAP,Myanmar,MM,P144952,Modernization of Public Finance Mgmt,Not assigned,GOODS,Request for Bids,IBRD/IDA,Public Admin,1562505,"Lot 1: Desktop Computers, Qty 225 nos",10/22/2018 12:00:00 AM,"GOLDEN MYANMAR APEX  CO., LTD",Myanmar,MM,Not assigned,364132,MPFMP-C2-GS329,No
07/10/2018 12:00:00 AM,2019,EAP,Myanmar,MM,P144952,Modernization of Public Finance Mgmt,Not assigned,GOODS,Request for Bids,IBRD/IDA,Public Admin,1562506,"Lot 2: Laptop Computers, Qty 17 nos",10/22/2018 12:00:00 AM,"GOLDEN MYANMAR APEX  CO., LTD",Myanmar,MM,Not assigned,24737,MPFMP-C2-GS329,No
07/10/2018 12:00:00 AM,2019,EAP,Myanmar,MM,P144952,Modernization of Public Finance Mgmt,Not assigned,GOODS,Request for Bids,IBRD/IDA,Public Admin,1562507,"Lot 3: Routers, Qty 21 nos",10/22/2018 12:00:00 AM,"GOLDEN MYANMAR APEX  CO., LTD",Myanmar,MM,Not assigned,16177,MPFMP-C2-GS329,No
07/10/2018 12:00:00 AM,2019,EAP,Myanmar,MM,P144952,Modernization of Public Finance Mgmt,Not assigned,GOODS,Request for Bids,IBRD/IDA,Public Admin,1562508,"Lot 4: Online UPS, Qty 150 nos",10/22/2018 12:00:00 AM,"INYALAND CO., LTD",Myanmar,MM,Not assigned,232650,MPFMP-C2-GS329,No
07/10/2018 12:00:00 AM,2019,EAP,Vietnam,VN,P110693,VN New Model University,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Education,1563272,International Procurement Specialist,07/16/2018 12:00:00 AM,Individual Consultant,India,IN,Not assigned,89675,VGU-IC-04-01,No
07/10/2018 12:00:00 AM,2019,ECA,Azerbaijan,AZ,P122812,ACIP,Procurement Technical Assistance,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1562390,Procurement Manager,07/05/2018 12:00:00 AM,Individual Consultant,Azerbaijan,AZ,Not assigned,48000,D/CS-19A,No
07/10/2018 12:00:00 AM,2019,ECA,Azerbaijan,AZ,P122812,ACIP,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1562461,Plant Health Specialist,09/20/2018 12:00:00 AM,Individual Consultant,Azerbaijan,AZ,Not assigned,43200,A2/CS-1A,No
07/11/2018 12:00:00 AM,2019,AFE,Eastern Africa,3E,P143307,Reg. Great Lakes Integr. Agric. Dev. Pro,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Agriculture,1562540,Recrutement du consortium UCB-UEA-SENASEM-INERA pour la séle,11/21/2016 12:00:00 AM,CONSORTIUM UCB-UEA-SENASEM-INERA,"Congo, Democrat",ZR,Not assigned,1044956,ZR-PARSSA-5149-CS-CDS,No
07/11/2018 12:00:00 AM,2019,AFE,Eastern Africa,3E,P143307,Reg. Great Lakes Integr. Agric. Dev. Pro,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Agriculture,1562545,Elaboration de termes de référence du cabinet devant réalise,07/03/2015 12:00:00 AM,TURCOTTE PAUL ANDRE,Canada,CA,Not assigned,24104,ZR-PARSSA-6325-CS-CDS,No
07/11/2018 12:00:00 AM,2019,AFE,Ethiopia,ET,P133613,Ethiopia Geothermal Development Project,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Energy & Extractives,1564363,Drilling and Other Technical Advisory Service for Alalobad (,08/10/2018 12:00:00 AM,ELC ELECTROCONSULT S.P.A,Italy,IT,Not assigned,1660575,ET-EEP-24668-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFE,Rwanda,RW,P150634,Electricity Sector Strenghtening Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1582361,CONSULTANCY SERVICES FOR THE RECRUITMENT OF A SUPERVISION FI,07/30/2018 12:00:00 AM,SABA ENGINEERING PLC. IN,Ethiopia,ET,Not assigned,786760,RW-EUCL-8284-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFE,Rwanda,RW,P150634,Electricity Sector Strenghtening Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1582361,CONSULTANCY SERVICES FOR THE RECRUITMENT OF A SUPERVISION FI,07/30/2018 12:00:00 AM,TATA CONSULTING ENGINEERS LIMITED,India,IN,Not assigned,786760,RW-EUCL-8284-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P123134,TZ-Dar es Salaam Metropolitan Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Others,1562610,Integrated Transport and Land Use Planning under the DMDP,12/16/2016 12:00:00 AM,AURECON AMEI LIMITED (SUB-CONSULTANT),Mauritius,MU,Not assigned,453757,TZ-PO-RALG-68779-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P123134,TZ-Dar es Salaam Metropolitan Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Others,1562610,Integrated Transport and Land Use Planning under the DMDP,12/16/2016 12:00:00 AM,MOBILITY IN CHAIN S.R.L (SUB-CONSULTANT),Italy,IT,Not assigned,453757,TZ-PO-RALG-68779-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P123134,TZ-Dar es Salaam Metropolitan Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Others,1562610,Integrated Transport and Land Use Planning under the DMDP,12/16/2016 12:00:00 AM,BROADWAY MALYAN BM (LEAD),United Kingdom,GB,Not assigned,453757,TZ-PO-RALG-68779-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P123134,TZ-Dar es Salaam Metropolitan Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Others,1562610,Integrated Transport and Land Use Planning under the DMDP,12/16/2016 12:00:00 AM,COLAB CONSULTING GROUP (SUB-CONSULTANT),United Kingdom,GB,Not assigned,453757,TZ-PO-RALG-68779-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P126875,TZ-Energy Sector Capacity Building Prj,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1565595,Provision of Consulting Services for Technical and Economic,08/27/2018 12:00:00 AM,ESTUDIOS ENERGETICOSCONSULTORES,Uruguay,UY,Not assigned,475204,TZ-EWURA-12559-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P126875,TZ-Energy Sector Capacity Building Prj,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1565595,Provision of Consulting Services for Technical and Economic,08/27/2018 12:00:00 AM,AF MERCADOS EMI (SUB CONSULTANT),Spain,ES,Not assigned,475204,TZ-EWURA-12559-CS-QCBS,No
07/11/2018 12:00:00 AM,2019,AFW,Ghana,GH,P145792,"GH-Maternal, Child Hlth & Nutr. (FY14)",Not assigned,GOODS,Request for Bids,IBRD/IDA,Agriculture,1570886,Supply of River Boats,07/30/2018 12:00:00 AM,DURA-TECH FIBRE GLASS LTD,Ghana,GH,Not assigned,429927,GH-MOH-15876-GO-RFB,No
07/11/2018 12:00:00 AM,2019,ECA,Georgia,GE,P122204,Second Secondary and Local Roads Project,ICT/Telecommunications Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Transportation,1562500,Enhancement to Georgian E-Procurement System (Ge-GP) through,07/16/2018 12:00:00 AM,Individual Consultant,Ukraine,UA,Not assigned,33276,SLRPII/CS/ICS-05,No
07/11/2018 12:00:00 AM,2019,LCR,Brazil,BR,P126452,BR MST Rio Grande do Norte Regional Dev,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Public Admin,1562659,OBRAS DE INFRAESTRUTURA DO CENTRO ADMINISTRATIVO DO ESTADO:,09/17/2018 12:00:00 AM,COSAMPA PROJETOS E CONSTRUÇÕES LTDA,Brazil,BR,Not assigned,1403395,ID47 1CW,No
07/11/2018 12:00:00 AM,2019,LCR,Brazil,BR,P126452,BR MST Rio Grande do Norte Regional Dev,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Public Admin,1562659,OBRAS DE INFRAESTRUTURA DO CENTRO ADMINISTRATIVO DO ESTADO:,09/17/2018 12:00:00 AM,DOIS A ENGENHARIA LTDA,Brazil,BR,Not assigned,1403395,ID47 1CW,No
07/11/2018 12:00:00 AM,2019,LCR,Brazil,BR,P126452,BR MST Rio Grande do Norte Regional Dev,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Public Admin,1562659,OBRAS DE INFRAESTRUTURA DO CENTRO ADMINISTRATIVO DO ESTADO:,09/17/2018 12:00:00 AM,CONSTRUTORA LUIZ COSTA LTDA,Brazil,BR,Not assigned,1403395,ID47 1CW,No
07/12/2018 12:00:00 AM,2019,AFE,Somalia,SO,P149971,Somalia Capacity Injection,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,Recipient EOthersecuted A,Others,1562990,Project Monitoring and Evaluation Specialist,08/26/2015 12:00:00 AM,Individual Consultant,Somalia,SO,Not assigned,396960,GOPL/CIP/CS/OPEN/005/2015,No
07/12/2018 12:00:00 AM,2019,AFE,Somalia,SO,P149971,Somalia Capacity Injection,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,Recipient EOthersecuted A,Others,1563056,Project Communication Specialist,09/01/2015 12:00:00 AM,Individual Consultant,Kenya,KE,Not assigned,423960,OP/CIP/SERV/2015/004,No
07/12/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P150937,TZ-DSM Urban Transprt Improvmnt Proj-SUF,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1568708,"Design Review, Detailed Engineering Design and Supervision o",10/19/2018 12:00:00 AM,SHINSUNG ENGINEERING CO. LTD.,"Korea, Republic",KR,Not assigned,123140,TRD/HQ/1024/2018/19,No
07/12/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P150937,TZ-DSM Urban Transprt Improvmnt Proj-SUF,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1568708,"Design Review, Detailed Engineering Design and Supervision o",10/19/2018 12:00:00 AM,SOOSUNG ENGINEERING CO. LTD.,"Korea, Republic",KR,Not assigned,123140,TRD/HQ/1024/2018/19,No
07/12/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P150937,TZ-DSM Urban Transprt Improvmnt Proj-SUF,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1568708,"Design Review, Detailed Engineering Design and Supervision o",10/19/2018 12:00:00 AM,AFRISA CONSULTING LTD (SUB CONSULTANT),Tanzania,TZ,Not assigned,123140,TRD/HQ/1024/2018/19,No
07/12/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P150937,TZ-DSM Urban Transprt Improvmnt Proj-SUF,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1568709,"Design Review, Detailed Engineering Design and Supervision o",10/19/2018 12:00:00 AM,SHINSUNG ENGINEERING CO. LTD.,"Korea, Republic",KR,Not assigned,298433,TRD/HQ/1024/2018/19,No
07/12/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P150937,TZ-DSM Urban Transprt Improvmnt Proj-SUF,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1568709,"Design Review, Detailed Engineering Design and Supervision o",10/19/2018 12:00:00 AM,SOOSUNG ENGINEERING CO. LTD.,"Korea, Republic",KR,Not assigned,298433,TRD/HQ/1024/2018/19,No
07/12/2018 12:00:00 AM,2019,AFE,Tanzania,TZ,P150937,TZ-DSM Urban Transprt Improvmnt Proj-SUF,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1568709,"Design Review, Detailed Engineering Design and Supervision o",10/19/2018 12:00:00 AM,AFRISA CONSULTING LTD (SUB CONSULTANT),Tanzania,TZ,Not assigned,298433,TRD/HQ/1024/2018/19,No
07/12/2018 12:00:00 AM,2019,AFW,Chad,TD,P159434,Chad Statistical Development,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Public Admin,1562973,Convention entre l'ISSEA et l'INSEED pour une étude de faisa,07/17/2018 12:00:00 AM,INSTITUT SOUS REGIONAL DE STATISTIQUE ET D'ECONOMIE APPLIQUE,Cameroon,CM,Not assigned,66157,03/PDST/2017,No
07/12/2018 12:00:00 AM,2019,AFW,Chad,TD,P159434,Chad Statistical Development,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1563567,"Contrat pour  l'Appui à la DRH le Diagnostic, l'évaluation e",09/26/2018 12:00:00 AM,AGORA CONSULTING,Cameroon,CM,Not assigned,113158,02/PDST/2017,No
07/12/2018 12:00:00 AM,2019,EAP,Vietnam,VN,P152851,Can Tho Urban Development and Resilience,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1564953,Package: CT3-CS-TV01Construction supervision and contract ma,07/27/2018 12:00:00 AM,AF CONSULT SWITZERLAND LTD,Switzerland,CH,Not assigned,1589337,CT3 CS TV01,No
07/12/2018 12:00:00 AM,2019,EAP,Vietnam,VN,P152851,Can Tho Urban Development and Resilience,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1564953,Package: CT3-CS-TV01Construction supervision and contract ma,07/27/2018 12:00:00 AM,CONSULTANT AND INSPECTION JSC OF CONSTRUCTION TECHNOLOGY AND,Vietnam,VN,Not assigned,1589337,CT3 CS TV01,No
07/12/2018 12:00:00 AM,2019,SAR,India,IN,P143751,IN:  TN Roads II,Not assigned,CONSULTANT SERVICES,Fixed Budget Selection,IBRD/IDA,Transportation,1565064,Road Safety Management Consultant to help the Government of,07/17/2018 12:00:00 AM,ECORYS,Netherlands,NL,Not assigned,535804,IN-TNRSP-20820-CS-FBS,No
07/12/2018 12:00:00 AM,2019,SAR,India,IN,P143751,IN:  TN Roads II,Not assigned,CONSULTANT SERVICES,Fixed Budget Selection,IBRD/IDA,Transportation,1565064,Road Safety Management Consultant to help the Government of,07/17/2018 12:00:00 AM,INFOTRANS ENGINEERS PVT. LTD,India,IN,Not assigned,535804,IN-TNRSP-20820-CS-FBS,No
07/13/2018 12:00:00 AM,2019,AFE,Eastern Africa,3E,P143307,Reg. Great Lakes Integr. Agric. Dev. Pro,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Agriculture,1562704,Recrutement d'un consultant individuel devant actualiser le,09/15/2016 12:00:00 AM,IBRAHIMA DIONE,United States,US,Maryland,41591,ZR-PARSSA-6321-CS-CDS,No
