As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/01/2015 12:00:00 AM,2016,AFR,Africa,3A,P097201,Reg&Domestic Pwr Mkt  Dev.  (FY07),Audit Services,CONSULTANT SERVICES,Least Cost Selection,IBRD/IDA,Energy & Extractives,1534378,ENVIRONMENTAL & SOCIAL AUDIT FOR M05 (AUDIT ENVIRONNEMENTAL,07/16/2015 12:00:00 AM,BETEC,"Congo, Democrat",ZR,Not assigned,26900,067/PMEDE/SNEL/DG/CDP/DPM/KNF/20,No
07/01/2015 12:00:00 AM,2016,AFW,Central Africa,3T,P079736,3A-CEMAC Transp Transit Facil (FY07),Audit Services,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1534030,REALISATION DE L'AUDIT EXTERNE DES COMPTES DU PROJET IDA H31,06/25/2015 12:00:00 AM,LE CABINET MAZARS,Cameroon,CM,Not assigned,42254,MARCHE 1360/15/MTPEAT/DIR-CAB/SP,No
07/01/2015 12:00:00 AM,2016,AFW,Chad,TD,P151215,Emergency Food and Livestock Crisis Resp,Miscellaneous,GOODS,Direct Selection,IBRD/IDA,Agriculture,1533431,ACCORD POUR ACQUISITION DE FOURNITURES DANS LE CADRE DES PRO,07/02/2015 12:00:00 AM,FOOD AND AGRICULTURE ORGANIZATION OF UNITED NATIONS (FAO),World,1W,Not assigned,11000000,ACCORD POUR ACQUISITON DE FOURNI,Yes
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Feasibility Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534755,Revue documentaire et capitalization des experiences gestion,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,4649,NR/12/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,ICT/Telecommunications Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1536806,Maintenance Site Web du PRODEX,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,3296,NR/25/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534756,Etude sur les technologies de gestion des emissions de gaz a,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,20153,NR/18/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534761,Identification de department cibles et des criteres de cibla,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,6842,NR/11/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534768,Etude sur le systeme de transfert de technologie et appuis c,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,7367,NR/14/CONS/PRODES/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534772,Revue documentaire et de capitalization des experiences de g,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,8129,NR/12/CONS/PRODEX/IDA/BIS,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534828,Etude sur la mise a echelle des techniques et approaches de,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,7462,NR/20/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534829,Etude sur le secteur semencier au Niger,07/01/2015 12:00:00 AM,Individual Consultant,Nicaragua,NI,Not assigned,9526,NR/10/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534837,Etude sur les systemes elevage au Niger,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,7757,NR/16/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534838,Etude sur le systeme information agricole au Niger,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,7621,NR/17/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534839,Etude sur acces au systeme information climatique agroecolog,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,6774,NR/19/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1534843,Etude sur acces a information des producteurs et appui conse,07/01/2015 12:00:00 AM,Individual Consultant,Niger,NE,Not assigned,20814,NR/15/CONS/PRODEX/IDA,No
07/01/2015 12:00:00 AM,2016,AFW,Togo,TG,P118045,TG:Agricultural Sector Support Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1534885,"Travaux de Réhabilitation de batiments des DRAEP Savanes, Ce",08/04/2015 12:00:00 AM,SOUKALA,Togo,TG,Not assigned,48071,NO. 00464/2015/AOO/MAEH-PASA/T/I,No
07/01/2015 12:00:00 AM,2016,AFW,Togo,TG,P118045,TG:Agricultural Sector Support Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1534890,"Travaux de Réhabilitation de batiments des DRAEP Savanes, Ce",08/14/2015 12:00:00 AM,DJE-BTP,Togo,TG,Not assigned,163399,NO. 00465/2015/AOO/MAEH-PASA/T/I,No
07/01/2015 12:00:00 AM,2016,AFW,Togo,TG,P118045,TG:Agricultural Sector Support Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1534899,Travaux de rehabilitation de batiments des DRAEP : Lot 2,08/14/2015 12:00:00 AM,SOUKALA,Togo,TG,Not assigned,51943,NO. 00467/2015/AOO/MAEH-PASA/T/I,No
07/01/2015 12:00:00 AM,2016,AFW,Togo,TG,P118045,TG:Agricultural Sector Support Project,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1537734,"Travaux de Réhabilitation de Batiments des DRAEP SAVANES, CE",10/29/2015 12:00:00 AM,ETS ESCOBAR,Togo,TG,Not assigned,30307,NO. 00653/2015/AOO/MAEH-PASA/T/I,No
07/01/2015 12:00:00 AM,2016,EAP,China,CN,P148842,Capacity Building for South-South Coop.,Research/Development Services,CONSULTANT SERVICES,Consultant Qualification  Selection,IDF,Public Admin,1537347,Thematic Case Studies and Development of a Training Manual,07/20/2015 12:00:00 AM,FINNET INTERNATIONAL PTY LTD.,Australia,AU,Not assigned,100000,CASE STUDY AND TRAINING MANUAL D,No
07/01/2015 12:00:00 AM,2016,EAP,China,CN,P119357,CN-GEF  Egy Efficiency Promotion in Ind,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,GEF,Energy & Extractives,1539288,consultant,07/01/2015 12:00:00 AM,Individual Consultant,China,CN,Not assigned,24768,LV XIAOJIAN,No
07/01/2015 12:00:00 AM,2016,EAP,China,CN,P133018,Zhejiang Rural Water Supply & Sanitation,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1534226,Works of wastewater collection and treatment system in 2 vil,07/30/2015 12:00:00 AM,"YANGZHOU MUNICIPAL ENGINEERING CO.,LTD",China,CN,Not assigned,781561,TTDV1C,No
07/01/2015 12:00:00 AM,2016,EAP,Tonga,TO,P150113,Tonga Cyclone Reconstruction,Project Management,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Industry & Trade/Ser,1532742,Deputy Project Manager,07/01/2015 12:00:00 AM,FISILAU LEONE,Tonga,TO,Not assigned,29413,MOI/TCIRCRP/7.F,No
07/01/2015 12:00:00 AM,2016,ECA,Kazakhstan,KZ,P143274,Justice Sector Insttnl Strengthening,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1541214,Project Advisor,07/10/2015 12:00:00 AM,Individual Consultant,Kazakhstan,KZ,Not assigned,26757,KZJSISP/IC-07,No
07/01/2015 12:00:00 AM,2016,ECA,Moldova,MD,P144892,Moldova Health Transformation Project,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,(H)Health & social,1532838,Financial Management Consultant,04/08/2015 12:00:00 AM,Individual Consultant,Moldova,MD,Not assigned,17428,CO/02/IDA,No
07/01/2015 12:00:00 AM,2016,ECA,Moldova,MD,P144892,Moldova Health Transformation Project,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Health,1532845,Coordinator and Monitoring and Evaluation Consultant,04/09/2015 12:00:00 AM,Individual Consultant,Moldova,MD,Not assigned,39249,CO/01/IDA,No
07/01/2015 12:00:00 AM,2016,LCR,Chile,CL,P111661,CL Tertiary Edu. Fin. for Results III,Education Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Education,1537459,Desarrollo de Software para simulacion virtual en tomografia,07/10/2015 12:00:00 AM,VIRTUAL WARE GROUP,Chile,CL,Not assigned,65717,NO. CONTRATO 3-1452-SSF-CF,No
07/01/2015 12:00:00 AM,2016,LCR,Dominican Repub,DO,P129428,DR Public Expenditures Mgmt  (RE),Policy and Strategy,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Public Admin,1533251,consultoria internacional para la elaboracion de documentos,07/06/2015 12:00:00 AM,MICHAEL CASTRO,United States,US,District of Columbia,20000,BIRF-SSF-030-2015,No
07/01/2015 12:00:00 AM,2016,LCR,El Salvador,SV,P095314,SV Fiscal Mgmt and Public Sector Perf TA,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1534643,Consultoria para Capacitacion a Organizaciones de la Socieda,08/10/2015 12:00:00 AM,ANABEL CRUZ,Uruguay,UY,Not assigned,20000,MH-BIRF-023/2015,No
07/01/2015 12:00:00 AM,2016,LCR,Guatemala,GT,P130412,GT Strengthening Maya IPs Resilience CC,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Agriculture,1534120,Creole Pineapple - drip irrigation system and agroforestry,07/13/2015 12:00:00 AM,"COCODE-ALD.SANTA BARB.,EL CARNERO, SAL",Guatemala,GT,Not assigned,25000,S-1501-65-2014,No
07/01/2015 12:00:00 AM,2016,LCR,Honduras,HN,P086775,HN (CRL1) Rural Infrastructure Project,Procurement Technical Assistance,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Energy & Extractives,1535449,Procurement Technical Assistance to the ATI of the Mancomuni,06/30/2015 12:00:00 AM,Individual Consultant,Honduras,HN,Not assigned,2739,NO. CHORTI-CI-11-2015,No
07/01/2015 12:00:00 AM,2016,LCR,Nicaragua,NI,P121779,NI Social Protection,Administrative Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,(H)Health & social,1534486,Digitador of ballots of the municipality of El Viejo departm,06/24/2015 12:00:00 AM,Individual Consultant,Nicaragua,NI,Not assigned,1500,DIGITADOR DE BOLETA PARA EL VIEJ,No
07/01/2015 12:00:00 AM,2016,MNA,"Egypt, Arab Rep",EG,P118090,EG - Enhanced Water Resources Management,"Equipment, Water Supply and Sewerage",GOODS,Shopping,GEF,Water/Sanit/Waste,1536876,Purchase of Equip.,08/10/2015 12:00:00 AM,GIGA CO FOR SYSTEMS,"Egypt, Arab Rep",EG,Not assigned,103396,TENDER 4,No
07/01/2015 12:00:00 AM,2016,SAR,Bangladesh,BD,P118708,BD: Health Sector Development Program,"Pharmaceuticals, Medical Products",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1534242,Pkg No.GFP/CC-08/14 - Procurement of single rod implant,07/27/2015 12:00:00 AM,MSD OSS B.V.,Netherlands,NL,Not assigned,458500,PKG NO.GFP/CC-08/14,No
07/02/2015 12:00:00 AM,2016,AFE,"Congo, Democrat",ZR,P092537,DRC-Multi-Modal Transp,Other Operational Services,NON-CONSULTING SERVICES,Shopping,IBRD/IDA,Transportation,1534558,Services de Dédouanement en Exonération des dix-huit (18) lo,07/08/2015 12:00:00 AM,BUSINESS SERVICE AGENCY “BSA” SARL,"Congo, Democrat",ZR,Not assigned,116557,056/IDA/PTM2-SNCC/UPL/2015,No
07/02/2015 12:00:00 AM,2016,AFR,Africa,3A,P111432,RCIP - Phase 3,Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,Info & Communication,1536337,"Contract Agreement for System Design, Development, Configura",09/01/2015 12:00:00 AM,MFI DOCUMENT SOLUTIONS LIMITED,Tanzania,TZ,Not assigned,1643800,ME/005/RCIP/2013/2014/G/2/01,No
07/02/2015 12:00:00 AM,2016,AFW,"Congo, Republic",CG,P145263,LISUNGI - Safety Nets System Project,Financial Services,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,(H)Health & social,1534341,AGENCE DE PAIEMENT DES TRANSFERTS MONETAIRES AUX MENAGES PAU,07/06/2015 12:00:00 AM,BANQUE POSTALE DU CONGO,"Congo, Republic",CG,Not assigned,244731,SC 014/L2-FRM/MASAHS/PL-SFS/UGP/,No
07/02/2015 12:00:00 AM,2016,AFW,"Congo, Republic",CG,P145263,LISUNGI - Safety Nets System Project,Financial Services,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,(H)Health & social,1534347,"AGENCE DE PAIEMENT DES TRANSFERTS AUX MENAGES PAUVRES
LOT1",07/06/2015 12:00:00 AM,BANQUE POSTALE DU CONGO,"Congo, Republic",CG,Not assigned,291869,SC 014/FRM/MASAHS/PL-SFS/UGP/15,No
07/02/2015 12:00:00 AM,2016,AFW,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Equipment, Electrical",GOODS,Direct Selection,IBRD/IDA,Energy & Extractives,1534137,"Supply of Siemens RTU, SDH Spare parts and Test Equipment",07/03/2015 12:00:00 AM,"SIEMENS AKTIENGESELLSCHAFT, GERMANY",Germany,DE,Not assigned,400000,NGP-DC-01,No
07/02/2015 12:00:00 AM,2016,AFW,Nigeria,NG,P132807,Nigeria-Post Compliance I,Equipment Information Technology,GOODS,Direct Selection,Recipient Executed A,Energy & Extractives,1537377,Contract for additional bandwidth upgrade for NEITI,09/14/2015 12:00:00 AM,GALAXY BACKBONE LTD,Nigeria,NG,Not assigned,9102,#,No
07/02/2015 12:00:00 AM,2016,AFW,Nigeria,NG,P132807,Nigeria-Post Compliance I,Equipment Information Technology,GOODS,National Competitive Bidding,Recipient Executed A,Energy & Extractives,1537351,Supply of 2 back up servers & configuration of network attac,09/09/2015 12:00:00 AM,M/S YANKO NIG. LTD,Nigeria,NG,Not assigned,7708,#,No
07/02/2015 12:00:00 AM,2016,AFW,Nigeria,NG,P132807,Nigeria-Post Compliance I,Equipment Information Technology,GOODS,National Competitive Bidding,Recipient Executed A,Energy & Extractives,1537373,New Installation of Internet Facility,09/11/2015 12:00:00 AM,M/S AIRWORLD TECHNOLOGIES LTD,Nigeria,NG,Not assigned,35246,#,No
07/02/2015 12:00:00 AM,2016,AFW,Senegal,SN,P125565,SN - Electricity Sector Support (FY12),Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1540202,SEPARATION OF ACCOUNTS - (TRAVAUX DE FINALISATION DE LA SEPA,08/28/2015 12:00:00 AM,RTE-INTERNATIONAL,France,FR,Not assigned,720726,DP NR. 36/2013,No
07/02/2015 12:00:00 AM,2016,AFW,Senegal,SN,P125565,SN - Electricity Sector Support (FY12),Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1540202,SEPARATION OF ACCOUNTS - (TRAVAUX DE FINALISATION DE LA SEPA,08/28/2015 12:00:00 AM,PRICE WATERHOUSE COOPERS,France,FR,Not assigned,720726,DP NR. 36/2013,No
07/02/2015 12:00:00 AM,2016,EAP,Lao People's De,LA,P109736,LA -TA for Hydropower and Mining sectors,"Equipment, Transportation",GOODS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1541726,Procurement of Vehicles,07/10/2015 12:00:00 AM,LAO FORD CITY,Lao People's De,LA,Not assigned,96628,G3-HMTA-AF,No
07/02/2015 12:00:00 AM,2016,ECA,Azerbaijan,AZ,P102117,EDUC SECT DEVT 2,Training Services,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Education,1533411,Training and mentoring on new curricula for relevant teacher,07/03/2015 12:00:00 AM,UNIVERSAL FURTHER EDUCATION CENTER,Azerbaijan,AZ,Not assigned,290004,4394AZ-QCBS-293,No
07/02/2015 12:00:00 AM,2016,ECA,Kyrgyz Republic,KG,P148998,Building institutional framework,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,IDF,Public Admin,1533811,National Consultant for Institutional Support and Capacity B,07/07/2015 12:00:00 AM,KANIMETOV K.,Kyrgyz Republic,KG,Not assigned,4106,CS-CB PP/INDV,No
07/02/2015 12:00:00 AM,2016,ECA,Kyrgyz Republic,KG,P120435,RESULTS-BASED HEALTH,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,(H)Health & social,1533136,Regional Specialist,07/03/2015 12:00:00 AM,DINARA ISAEVA,Kyrgyz Republic,KG,Not assigned,13592,RBF-TA-9/4MP,No
07/02/2015 12:00:00 AM,2016,ECA,Kyrgyz Republic,KG,P120435,RESULTS-BASED HEALTH,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Health,1533139,Regional Specialist,07/03/2015 12:00:00 AM,AIGUL SAMUDINOVA,Kyrgyz Republic,KG,Not assigned,32951,RBF-TA-9/1MP,No
07/02/2015 12:00:00 AM,2016,ECA,Kyrgyz Republic,KG,P120435,RESULTS-BASED HEALTH,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Health,1533142,Regional Specialist,07/03/2015 12:00:00 AM,BAKYTBUBU SHAMYRKANOVA,Kyrgyz Republic,KG,Not assigned,32951,RBF-TA-9/3MP,No
07/02/2015 12:00:00 AM,2016,ECA,Kyrgyz Republic,KG,P120435,RESULTS-BASED HEALTH,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Health,1533143,Regional Specialist,07/03/2015 12:00:00 AM,BAKTYGUL BEKIMBAEVA,Kyrgyz Republic,KG,Not assigned,32951,RBF-TA-9/2MP,No
07/02/2015 12:00:00 AM,2016,ECA,Kyrgyz Republic,KG,P120435,RESULTS-BASED HEALTH,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,Recipient Executed A,Health,1533387,Regional Specialist,07/03/2015 12:00:00 AM,KANAT ABDYSHEV,Kyrgyz Republic,KG,Not assigned,32951,RBF-TA-9/6MP,No
07/02/2015 12:00:00 AM,2016,ECA,Serbia,YF,P145231,Serbia Technology Transfer Project,Equipment Information Technology,GOODS,Shopping,Recipient Executed A,Education,1534067,Purchase of IT Equipment and Software,07/23/2015 12:00:00 AM,SAGA DOO,Serbia,YF,Not assigned,7718,ROS-SRITTP-ECTF019226-G-SH-008,No
07/02/2015 12:00:00 AM,2016,ECA,Serbia,YF,P145231,Serbia Technology Transfer Project,Hardware/Software Services,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Education,1532887,Consulting Services for Technology Transfer Coordinator,07/10/2015 12:00:00 AM,Individual Consultant,Serbia,YF,Not assigned,103369,SRITTP/1/TTC/INDV,No
07/02/2015 12:00:00 AM,2016,ECA,Tajikistan,TJ,P132652,AG COMMERCIALIZATION PROJECT,Procurement Technical Assistance,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1532744,Procurement Consultant,07/08/2015 12:00:00 AM,Individual Consultant,Tajikistan,TJ,Not assigned,12000,AED/PMU/IC/2015-13,No
07/02/2015 12:00:00 AM,2016,ECA,Tajikistan,TJ,P131441,Global Partnership for Education (GPE)-4,"Works, Building",CIVIL WORKS,National Competitive Bidding,Recipient Executed A,Education,1532745,Costraction of 6 classes in secondary school #45 of Buzahona,07/02/2015 12:00:00 AM,MINORAI LOIK,Tajikistan,TJ,Not assigned,243647,MOE/GPE-4/NCB/2013/01-13,No
07/02/2015 12:00:00 AM,2016,LCR,Argentina,AR,P100806,AR Sustainable Natural Res Mgt,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Agriculture,1536532,Information equipment,07/21/2015 12:00:00 AM,MICROREGISTROS SRL,Argentina,AR,Not assigned,43085,CONTRACT NO. 35/15,No
07/02/2015 12:00:00 AM,2016,LCR,Argentina,AR,P100806,AR Sustainable Natural Res Mgt,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Agriculture,1536533,Information Equipment,08/12/2015 12:00:00 AM,G & B S.R.L.,Argentina,AR,Not assigned,4236,CONTRACT NO. 50/15,No
07/02/2015 12:00:00 AM,2016,LCR,Argentina,AR,P100806,AR Sustainable Natural Res Mgt,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Agriculture,1536537,Information equipment,08/18/2015 12:00:00 AM,DINAMICA LASER S.R.L.,Argentina,AR,Not assigned,1165,CONTRACT NO. 59/15,No
07/02/2015 12:00:00 AM,2016,LCR,Argentina,AR,P100806,AR Sustainable Natural Res Mgt,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Agriculture,1536542,Information equipment.,07/21/2015 12:00:00 AM,AMERICANTEC S.R.L.,Argentina,AR,Not assigned,27190,CONTRACT NO. 34/15,No
07/02/2015 12:00:00 AM,2016,LCR,Central America,6C,P129945,6C CA strategy on public security,Legal Advisory Services,CONSULTANT SERVICES,Individual Consultant Selection,IDF,Public Admin,1538330,Contract from 12/12/14 thru 06/12/15 Add#1- 06/13/15-03/31/1,12/12/2014 12:00:00 AM,Individual Consultant,Nicaragua,NI,Not assigned,21015,LEGAL ASSISTANCE SEPA FOPREL-27-,No
