As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/06/2017 12:00:00 AM,2018,ECA,Uzbekistan,UZ,P146328,Pap-Angren Railway,"Equipment, Energy Exploration, Productio",GOODS,International Competitive Bidding,IBRD/IDA,Transportation,1548472,Rail-mounted motor car,04/14/2017 12:00:00 AM,SOCIETE DES ANCIENS ETS. L. GEISMAR,France,FR,Not assigned,4407607,AP-04/2,No
07/06/2017 12:00:00 AM,2018,LCR,Nicaragua,NI,P120657,NI FCPF REDD Readiness,Financial Services,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Agriculture,1548222,Coordinacion y seguimiento al Equipo de Acompanamiento Finan,NA,Individual Consultant,Nicaragua,NI,Not assigned,18000,NO. 037-06-2017,No
07/06/2017 12:00:00 AM,2018,LCR,Nicaragua,NI,P120657,NI FCPF REDD Readiness,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Agriculture,1548214,Especialista en Sistemas de Informacion Geografica para apoy,07/25/2017 12:00:00 AM,Individual Consultant,Nicaragua,NI,Not assigned,12000,NOL 38-07-2017,No
07/07/2017 12:00:00 AM,2018,AFE,Eastern Africa,3E,P132123,SWIOFish1,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Agriculture,1548216,Procurement specialist,06/22/2017 12:00:00 AM,Individual Consultant,Mozambique,MZ,Not assigned,273232,MZ-MMAIP-13109-CS-INDV,No
07/07/2017 12:00:00 AM,2018,AFE,Sao Tome and Pr,ST,P157096,STP Power Sector Recovery Project,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1548920,Feasibility study for the rehabilitation of the Contador Hyd,07/11/2017 12:00:00 AM,STUCKY SA,Switzerland,CH,Not assigned,1250726,01/C/EPPF/16,No
07/07/2017 12:00:00 AM,2018,AFW,Togo,TG,P146294,Global Partnership For Education Program,"Equipment, Educational",GOODS,Direct Selection,Recipient Executed A,Education,1550760,Fourniture et installation de logiciels de gestion des proje,08/08/2017 12:00:00 AM,LA SOCIETE TOMATE,France,FR,Not assigned,75861,00564/2017/ED/MEPSFP-PERI2&PAREC,No
07/07/2017 12:00:00 AM,2018,AFW,Western Africa,3W,P152359,Ebola Emergency Response Project,Training Services,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Health,1548613,Pediatric Department Partnership for Graduate Medical Reside,07/13/2017 12:00:00 AM,BOSTON CHILDREN'S HEALTH INTERNATIONAL,United States,US,Massachusetts,1480233,PIU/EERP: 19/2017 TA,No
07/07/2017 12:00:00 AM,2018,ECA,Turkey,TR,P144534,Renewable Energy Integration,"Equipment, Industrial Plants",GOODS,Request for Bids,IBRD/IDA,Energy & Extractives,1548242,"Plant Design, Supply and Installation of 380 kV Izmir Havza",08/10/2017 12:00:00 AM,BEST ELEKTRIK TAAHHUT VE TICARET A.S.,Turkey,TR,Not assigned,10539511,DB.ATT.22 REVISION 2,No
07/07/2017 12:00:00 AM,2018,ECA,Ukraine,UA,P132386,Second Urban Infrastructure Proj (UIP2),Audit Services,CONSULTANT SERVICES,Least Cost Selection,IBRD/IDA,Water/Sanit/Waste,1548231,Audit for year 2016,07/07/2017 12:00:00 AM,BDO LLC,Ukraine,UA,Not assigned,279528,PM-C-08/01/5-58/2017,No
07/07/2017 12:00:00 AM,2018,ECA,Ukraine,UA,P132386,Second Urban Infrastructure Proj (UIP2),Financial Services,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1548229,Consultancy Services - Financial Management Assistant,07/24/2017 12:00:00 AM,Individual Consultant,Ukraine,UA,Not assigned,126886,IC-C-010-1/5-64/2017,No
07/07/2017 12:00:00 AM,2018,ECA,Uzbekistan,UZ,P144856,Improving General Sec & Pre-School Edu,"Equipment, Educational",GOODS,Request for Bids,Recipient Executed A,Education,1548243,Printed learning materials - Maps (GPE/GRANT/ICB4-2014/1),07/27/2017 12:00:00 AM,VIKING EGITIM ARACLARI VE TICARET ANONIM SIRKET,Turkey,TR,Not assigned,1049743,GPE/GRANT/ICB4-2014/1,No
07/07/2017 12:00:00 AM,2018,ECA,Uzbekistan,UZ,P144856,Improving General Sec & Pre-School Edu,"Equipment, Educational",GOODS,Request for Bids,Recipient Executed A,Education,1548244,Digital teaching and learning materials (GPE/GRANT/ICB4-2014,07/27/2017 12:00:00 AM,VIKING EGITIM ARACLARI VE TICARET ANONIM SIRKET,Turkey,TR,Not assigned,44550,GPE/GRANT/ICB4-2014/2,No
07/07/2017 12:00:00 AM,2018,ECA,Uzbekistan,UZ,P144856,Improving General Sec & Pre-School Edu,"Equipment, Educational",GOODS,Request for Bids,Recipient Executed A,Education,1548245,"Methodological materials 'BILIMDON' Program"" (GPE/GRANT/ICB4",08/02/2017 12:00:00 AM,WINDFIELD TRADING LP,United Kingdom,GB,Not assigned,30000,GPE/GRANT/ICB4-2014/3,No
07/07/2017 12:00:00 AM,2018,ECA,Uzbekistan,UZ,P144856,Improving General Sec & Pre-School Edu,"Equipment, Educational",GOODS,Request for Bids,Recipient Executed A,Education,1548246,Teaching-learning materials (GPE/GRANT/ICB4-2014/4),07/27/2017 12:00:00 AM,A GROUP PROJE TAAHHUT A.S.,Turkey,TR,Not assigned,411120,GPE/GRANT/ICB4-2014/4,No
07/07/2017 12:00:00 AM,2018,ECA,Uzbekistan,UZ,P144856,Improving General Sec & Pre-School Edu,"Equipment, Educational",GOODS,Request for Bids,Recipient Executed A,Education,1548247,Sets of Books for Preschool Libraries (GPE/GRANT/ICB4-2014/5,08/02/2017 12:00:00 AM,WINDFIELD TRADING LP,United Kingdom,GB,Not assigned,214999,GPE/GRANT/ICB4-2014/5,No
07/07/2017 12:00:00 AM,2018,ECA,Uzbekistan,UZ,P144856,Improving General Sec & Pre-School Edu,"Equipment, Educational",GOODS,Request for Bids,Recipient Executed A,Education,1548248,Sets of Reading Books in Uzbek and Russian Languages (GPE/GR,07/27/2017 12:00:00 AM,A GROUP PROJE TAAHHUT A.S.,Turkey,TR,Not assigned,1196774,GPE/GRANT/ICB4-2014/6,No
07/07/2017 12:00:00 AM,2018,ECA,Uzbekistan,UZ,P144856,Improving General Sec & Pre-School Edu,"Equipment, Educational",GOODS,Request for Bids,Recipient Executed A,Education,1548249,"Sets of Reading Books in Karakalpak, Uzbek and Russian Langu",07/27/2017 12:00:00 AM,A GROUP PROJE TAAHHUT A.S.,Turkey,TR,Not assigned,167286,GPE/GRANT/ICB4-2014/7,No
07/07/2017 12:00:00 AM,2018,SAR,India,IN,P158798,JOHAR,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1548226,Consultancy Services for PG-FPO under JOHAR  for Zone-IIIndi,07/03/2017 12:00:00 AM,INDIAN GRAMEEN SERVICES,India,IN,Not assigned,1081420,IN-JSLPS-7410-CS-QCBS,No
07/08/2017 12:00:00 AM,2018,AFE,Eastern Africa,3E,P146515,Kariba Dam Rehabilitation Project (RI),Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1548241,Dam Break Analysis Consultancy Services  for the Zambezi Riv,01/12/2015 12:00:00 AM,"MOTT MACDONALD, LTD.",United Kingdom,GB,Not assigned,1675960,ZRA-C-005-14,No
07/08/2017 12:00:00 AM,2018,AFE,Somalia,SO,P155123,Somaliland Civil Service Strengthening,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,Recipient EOthersecuted A,Others,1548240,Coaching and Mentoring consulting assingment,05/15/2017 12:00:00 AM,Individual Consultant,Somalia,SO,Not assigned,66000,SO-CSC-13424-CS-INDV,No
07/09/2017 12:00:00 AM,2018,AFE,Angola,AO,P151224,AO:Water Sector Institutional Dev.2,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1548258,DESIGN CHECKING AND WORKS SUPERVISION OF NETWORK AND HOUSE C,04/24/2017 12:00:00 AM,HYDROPLAN INGENIEUR-GESELLSCHAFT MBH,Germany,DE,Not assigned,2192329,3CS3/DNA/16,No
07/09/2017 12:00:00 AM,2018,ECA,Georgia,GE,P149953,Secondary Road Asset Management Project,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Transportation,1548259,Design - Build and Take-Over of Khidistavi - Ateni - Boshuri,05/02/2017 12:00:00 AM,"AGT MENEGMENT, MESLEHET, TIKINTI, XIDMETLERI MMC",Azerbaijan,AZ,Not assigned,2569216,SRAMP/CW/NCB-05,No
07/10/2017 12:00:00 AM,2018,AFE,"Congo, Democrat",ZR,P101745,High Priority Reopening & Maintenance,Environmental Studies,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Transportation,1548725,CONSULTANT CHARGE DE L ELABORATION DES PAR DES TRAVAUX DE RE,07/10/2017 12:00:00 AM,Individual Consultant,Burkina Faso,BF,Not assigned,121330,NO. 051/MITPR/CI/PRO-ROUTES/2017,No
07/10/2017 12:00:00 AM,2018,AFE,Eastern Africa,3E,P130871,RCIP 5 - Uganda,Not assigned,NON-CONSULTING SERVICES,Request for Bids,IBRD/IDA,Public Admin,1550341,Provision of Bulk Internet Bandwidth for Government of Ugand,06/01/2017 12:00:00 AM,SEACOM LTD,Mauritius,MU,Not assigned,4745000,NITA-U/RCIP/SUPLS/16-17/00008,No
07/10/2017 12:00:00 AM,2018,AFE,Ethiopia,ET,P148591,Second Agricultural Growth Project,Not assigned,GOODS,UN Agencies (Direct),IBRD/IDA,Agriculture,1548265,620 units of motor cycles,05/16/2017 12:00:00 AM,UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS),World,1W,Not assigned,2085430,MOANR/AGPII/UNOPS1,Yes
07/10/2017 12:00:00 AM,2018,AFE,Somalia,SO,P149971,Somalia Capacity Injection,Not assigned,GOODS,Request for Quotations,Recipient Executed A,Public Admin,1548283,Purchase and Supply of Vehicles to Office of the President a,06/10/2017 12:00:00 AM,DIRIE CONSTRUCTION AND COMMERCIAL COMPANY,Somalia,SO,Not assigned,106075,GOPL/CIP/GOODS/SHOPPING/004/2017,No
07/10/2017 12:00:00 AM,2018,AFE,Tanzania,TZ,P125728,TZ-SAGCOT Investment Project,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Agriculture,1548276,Provision of Assistant Financial Management Specialist for S,07/10/2017 12:00:00 AM,PAUL JOHN MBETWA,Tanzania,TZ,Not assigned,157500,TZ-CTF-18807-CS-CDS,No
07/10/2017 12:00:00 AM,2018,AFE,Tanzania,TZ,P125728,TZ-SAGCOT Investment Project,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Agriculture,1548292,Provision of Management Specialist for SAGCOT Catalytic Trus,07/10/2017 12:00:00 AM,MBOSELA J. MBOSELA,Tanzania,TZ,Not assigned,247500,TZ-CTF-18806-CS-CDS,No
07/10/2017 12:00:00 AM,2018,LCR,Brazil,BR,P116170,BR Sao Paulo Metro Line 5,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1549034,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE APOIO P,08/07/2017 12:00:00 AM,"COMAP CONSULTORIA, MARKETING, PLANEJAMENTO E REPRESENTAÇÕES",Brazil,BR,Not assigned,444041,L5-12 - 40296213,No
07/10/2017 12:00:00 AM,2018,LCR,Brazil,BR,P116170,BR Sao Paulo Metro Line 5,Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1549034,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE APOIO P,08/07/2017 12:00:00 AM,"MORENA PRODUÇÃO, CRIAÇÃO E EVENTOS LTDA.",Brazil,BR,Not assigned,444041,L5-12 - 40296213,No
07/10/2017 12:00:00 AM,2018,SAR,India,IN,P127974,IN: NER Power System Improvement Proj,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Energy & Extractives,1548269,Substation Package ASM-SS-01 for Assam associated with NER P,09/29/2016 12:00:00 AM,NECCON POWER & INFRA LTD.,India,IN,Not assigned,10973929,CC-CS/94-NER/SS-2670/1/G3/CA/689,No
07/10/2017 12:00:00 AM,2018,SAR,India,IN,P127974,IN: NER Power System Improvement Proj,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Energy & Extractives,1548270,Substation Package ASM-SS-02 for Assam associated with NER P,09/29/2016 12:00:00 AM,NECCON POWER & INFRA LTD.,India,IN,Not assigned,13476367,CC-CS/94-NER/SS-2671/1/G3/CA/690,No
07/10/2017 12:00:00 AM,2018,SAR,India,IN,P127974,IN: NER Power System Improvement Proj,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Energy & Extractives,1548271,Substation Package ASM-SS-03 for Assam associated with NER P,09/29/2016 12:00:00 AM,NECCON POWER & INFRA LTD.,India,IN,Not assigned,7579832,CC-CS/94-NER/SS-2672/1/G3/CA/690,No
07/11/2017 12:00:00 AM,2018,AFE,Eastern Africa,3E,P151083,Great Lakes Region Trade Facilitation,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Industry & Trade/Ser,1556172,SPIU Coordinator,07/01/2017 12:00:00 AM,Individual Consultant,Rwanda,RW,Not assigned,2626,RW-SPIU MINICOM-3419-CS-INDV,No
07/11/2017 12:00:00 AM,2018,AFE,Kenya,KE,P096367,KE-Water & Sanitation Srv Impr (FY08),Not assigned,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1548289,"Consultancy Services For Evaluation, Monitoring and Modeling",06/30/2016 12:00:00 AM,EARTH WATER LIMITED,Kenya,KE,Not assigned,459532,CWSB-WASSIP-AF/CDR/22/2012,No
07/11/2017 12:00:00 AM,2018,AFE,Tanzania,TZ,P125728,TZ-SAGCOT Investment Project,Not assigned,CONSULTANT SERVICES,Direct Selection,IBRD/IDA,Agriculture,1548275,Provision of Administration Expert for SAGCOT Catalytic Trus,07/10/2017 12:00:00 AM,VANESSA ROBERT MUGETA,Tanzania,TZ,Not assigned,157500,TZ-CTF-18808-CS-CDS,No
07/11/2017 12:00:00 AM,2018,AFW,"Gambia, The",GM,P152659,Gambia Electricity Support Project,Not assigned,GOODS,Request for Bids,IBRD/IDA,Energy & Extractives,1549095,Procurement of Prepayment Meters - GESP/Goods/C2/07,08/11/2017 12:00:00 AM,HEXING ELECTRICAL CO LTD,China,CN,Not assigned,388940,GESP/GOODS/C2/07,No
07/11/2017 12:00:00 AM,2018,AFW,Guinea,GN,P128443,GN-MSME Development Project,Institution building,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1548859,Contrat relative ÃÂ  l'OpÃÂ©rationalisation d'un Fonds pri,08/02/2017 12:00:00 AM,AFRICA GROWTH PARTNERS LLC (AGP),United States,US,District of Columbia,336300,2017/190/1/6/3/2/2/041,No
07/11/2017 12:00:00 AM,2018,ECA,Moldova,MD,P118518,Agriculture Competitiveness Project,Management /Technical Advice,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Agriculture,1549028,Monitoring and evaluation of economic and environmental bene,07/15/2017 12:00:00 AM,"NATIONAL AGENCY FOR RURAL DEVELOPMENT (ACSA)",Moldova,MD,Not assigned,169901,MACP/CS/CQ-3.3,No
07/11/2017 12:00:00 AM,2018,LCR,Haiti,HT,P120895,HT MST Infra. & Instit. Emerg Recov.j,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Transportation,1550241,MISE A NIVEAU DE L'INFRASTRUCTURE RESEAU ETENDU METROPOLITAI,07/11/2017 12:00:00 AM,Individual Consultant,Tunisia,TN,Not assigned,97709,P120895,No
07/11/2017 12:00:00 AM,2018,SAR,India,IN,P127974,IN: NER Power System Improvement Proj,Not assigned,CIVIL WORKS,Request for Bids,IBRD/IDA,Others,1548327,Assam Transformer Package TR01,10/06/2016 12:00:00 AM,TRANSFORMERS & RECTIFIERS,India,IN,Not assigned,15927683,CC-CS/94-NER/TR-2646/1/G2/CA-I/7,No
07/12/2017 12:00:00 AM,2018,AFE,Kenya,KE,P146797,Kenya GPE Primary Education Development,Not assigned,NON-CONSULTING SERVICES,Request for Bids,Recipient EOthersecuted A,Others,1548370,PRINTING AND DISTRIBUTION OF EARLY GRADE MATHEMATICS TEOthersT BO,08/16/2017 12:00:00 AM,ENGLISH PRESS LIMITED,Kenya,KE,Not assigned,2430312,MOE/GPE/GDS/09/2016-2017,No
07/12/2017 12:00:00 AM,2018,AFE,Somalia,SO,P150374,Somali Urban Investment Planning,Not assigned,GOODS,Request for Quotations,Recipient Executed A,Transportation,1549031,Evaluation of Office set up and furniture quotations submitt,08/01/2017 12:00:00 AM,DEG DEG CONSTRUCTION GROUP,Somalia,SO,Not assigned,19400,SO-MM-6413-GO-RFQ,No
07/12/2017 12:00:00 AM,2018,EAP,Vietnam,VN,P119077,VN-Urban Water Supply and Wastewater,Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1548308,"BDAF-11: CONSULTING SERVICES FOR PROCUREMENT SUPPORT, CONTRA",07/13/2017 12:00:00 AM,EXP INTERNATIONAL SERVICE INC.,Canada,CA,Not assigned,3627154,BDAF11,No
07/12/2017 12:00:00 AM,2018,SAR,India,IN,P127725,Bihar Kosi Basin Development Project,Not assigned,NON-CONSULTING SERVICES,Direct Selection,IBRD/IDA,Water/Sanit/Waste,1548748,"Aerial Survey using ALS-DC(LiDAR -DC) Sensor, Generation of",07/25/2017 12:00:00 AM,"NATIONAL REMOTE SENSING CENTRE,ISRO, DEPT. OF SPACE, GOVT OF",India,IN,Not assigned,4018204,WRD-LIDAR-BKBDP,No
07/13/2017 12:00:00 AM,2018,AFE,Somalia,SO,P149971,Somalia Capacity Injection,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Public Admin,1548398,CIP Communications Strategy,06/08/2017 12:00:00 AM,Individual Consultant,United States,US,Not assigned,66300,GOPL/CIP/CS/INDIVIDUAL/021/2017,No
07/13/2017 12:00:00 AM,2018,AFE,Somalia,SO,P149971,Somalia Capacity Injection,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Public Admin,1548982,Records Management and Archival Improvement for all Bis,06/01/2017 12:00:00 AM,Individual Consultant,Kenya,KE,Not assigned,85000,GOPL/CIP/CS/INDIVIDUAL/028/2017,No
07/13/2017 12:00:00 AM,2018,AFE,Somalia,SO,P155123,Somaliland Civil Service Strengthening,Not assigned,GOODS,Request for Bids,Recipient Executed A,Public Admin,1548661,Purchasing of 8 4WD - Cabin project vehicles,07/14/2017 12:00:00 AM,TOYOTA S3,Somalia,SO,Not assigned,236280,SO-CSC-8263-GO-RFB,No
07/13/2017 12:00:00 AM,2018,AFE,Sudan,SD,P158066,Sudan Sustainable Livelihoods Project,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Agriculture,1548330,Program Coordinator based in PCU,12/15/2016 12:00:00 AM,Individual Consultant,Sudan,SD,Not assigned,46440,SD-SLDP-6047-CS-INDV,No
07/13/2017 12:00:00 AM,2018,AFE,Tanzania,TZ,P127241,TZ-Intermodal & Rail Development Project,Not assigned,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Transportation,1548384,Financial Management and Accounting Specialist,03/03/2015 12:00:00 AM,Individual Consultant,Tanzania,TZ,Not assigned,832374,TZ-RAHCO-19673-CS-INDV,No
