Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1943145384190.16,1944107382550.34,2068624129493.69,2496128668171.56,2809187981127.39,2845802760850.64,2992196713084.93,3421229126745.14,3730027830672.33,3397791053070.3,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3356235704119.75,3467498002104.33,3673506280844.4,3961831911429.22,3861123558039.21,3806060140124.52
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,4983024408.14828,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10744675209.8984,20440893017.1566,24827844949.6033,28678701891.0957,26048108185.0534,32197272797.2028,39337314809.9434,41270954737.2459,62823043699.2187,51717482623.9132,47498906691.6182,54499451834.1061,58845211998.3455,65315955122.8077,67234292582.7606,72354428864.9032
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,130133845586.88,136191353914.989,153830946734.425,201924269751.693,240521261484.976,247783002114.165,273317736795.885,318497937311.799,354460802695.181,330000251458.739,296835346570.223,282625610892.477,242053529231.146,238484046041.178,235295470067.176,195317994377.197,192732474229.218,199630819054.302,212146107548.996,205326724570.227,189410106620.016
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1068030829.75591,1086172922.57413,1169138789.31435,1558753434.43083,1822486688.58807,1849805732.96203,2013099482.07439,2249811708.94796,2499107510.64122,2529948329.57153,2503156060.52524,2684467375.71479,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2707146783.13056,2826651925.66902,3051626389.63671,..,..
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061631222.22222,1125685185.18519,1168696296.2963,1211403703.7037,1089203703.7037
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,..,..,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6311000000,..
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,19288827158.9035,18405203853.1036,20444205991.025,21576351798.9145,23577286226.6407,26783543667.064,29744368110.9094,33567868322.6252,38503862830.6878,37125943564.9873,40676432028.5934,46876114650.4996,49593961141.7484,52996540703.5943,57852399963.7878,62186186575.7433,66053725049.0138,71654134378.5299,73208583758.9105,77020015201.3201,77604632170.5853
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2995361140.63217,2829435956.51563,2950198648.95191,3446441698.00738,3635458132.65317,2937071767.25576,4220019242.75183,6281917655.89242,6964179193.84376,6716904568.75769,6853467857.6196,6785137172.76517,7638045254.43072,8376613843.27475,8778473614.54971,8794202443.67754,8595955581.21266,10324668266.595,11857030336.5274,13513809258.2083,15681050917.1588
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,371095510.047761,392621385.894576,417806667.07798,477458598.710737,532062927.382438,587029054.444652,592365688.05204,696910810.918663,868154708.520179,830126469.986608,849878424.225986,1099818651.98114,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1504630120.99275,1439638443.38133,1431758242.90375
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,712667896.727512,712167575.624277,726131434.715338,743064076.794567,787814379.183843,824880550.343965,2379818382.99903,2730968913.99701,3025189399.26172,3165661864.61557,3432913353.27805,3691384743.32286,4063090016.16068,4167801802.7918,4127664335.82693,4279840361.68334,4482697336.56174,4748174334.19019,4787635821.46116,5173759527.50705,5471256594.72422
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,6868666119.64488,6364908099.76038,6106867933.51625,5000238128.66769,6005401729.71229,7049954288.93905,7408787819.1302,9315973989.16572,10386485527.8494,11269821158.975,11661585823.2282,13008748131.675,13708931889.7884,14498080022.6317,14790765759.5274,14857386163.9184,13723267960.8434,14213814582.7938,15965670198.4548,14332163266.3977,13417997065.1099
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,7186650135.43927,7651174661.42872,7858235333.4834,8230387552.2259,8869311410.95131,9757034456.7578,10917481688.4711,12361257680.5627,13881701033.6546,14587496229.1811,15839344591.9842,17710315005.9999,18528601901.324,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24067778953.842,25089976946.7736,23827840809.7014
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,171668164082.555,169403241524.337,166349228737.386,161384522525.299,169099768875.193,181570082162.19,193536265094.364,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320837638328.846,341244161576.759,361691522612.745,363016373358.517,346585881503.635
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,47218405892.4258,53749989092.0197,67608919144.3684,85302003908.042,103960017914.058,112980947728.383,115577256523.599,139966001509.592,158136326477.965,130760312876.683,131916516051.985,141759722464.002,128475498380.379,135411698965.109,140765018880.633,125074286021.14,128470534117.954,142961605733.026,160431092908.646,163503650313.081,155012927629.087
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26224228693.3954,24836714771.4638,21714670569.6033
India,IND,GDP (current US$),NY.GDP.MKTP.CD,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927772.05,1827637859136.23,1856722121394.42,2039127446299.3,2103587813812.2,2294797980509.51,2651472946375.05,2701111782774.57,2870504096717.48,2622983732006.45
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042271531011.99,1119091259074.62,1058423838345.14
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,109591707802.216,126878750295.944,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,412336172446.849,416397025729.361,486807615326.147,580764902917.439,598868460912.847,460293149324.326,432687036177.818,384951479697.42,417983583565.54,445345256459.105,294356680624.658,258245497664.394,191718271483.759
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36627901762.063,49954890353.2609,65140147197.1215,88837055195.2619,131614433712.245,111657581662.35,138516722649.573,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774109673.732,166602488747.885,190643898226.351,212271807144.367,222434137055.838,167224432560.319
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,99871239174.4979,109181142729.306,127946590438.547,164259648984.199,193927356592.997,211703631389.131,231983616861.122,269818695592.664,274819833015.966,235879085857.183,222071182064.214,237644567329.291,224984397510.31,238483849535.574,258909619169.7,291521892625.047,299556360839.631,338503196943.167,385967106117.099,398590210120.337,418621818482.305
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032400000,3422651333.94664,4466100440.17607,5928420955.88235,5487083657.89064,5920177688.50433,6566098381.6696,6690725118.48341,7000748788.49461,7708834951.45631,7085288006.11154,6846691871.45558,6979581724.58172,7491969312.87525,..,..
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,132705321658.941,131056971966.617,121411638102.073,127330118574.471,135728171575.19,142660526327.517,154157752143.274,179067829653.611,216338894091.416,207499297357.78,234000056700.031,261013927690.223,257173086463.689,292692657451.921,310047504908.571,300122499721.281,318616506157.945,352667925811.028,370455651179.958,394652208893.138,401953804837.087
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1143829832319.88,1167012796420.58,1270712309429.7,1574145823927.77,1803226967966.23,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875797463583.87,1956950469673.29,2091117091124.1,2004913357800,1886445268340.71
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,9005064474.93003,9194717835.99985,9719017925.92929,9430230564.4699,10174664853.9476,11243868485.7428,11930171468.3796,12799593017.7101,13709402085.3206,12120460872.8003,13220556882.7046,14444655299.8772,14807086889.2099,14264202737.3082,13899228824.2161,14188935947.5694,14077109396.8584,14808989993.3185,15730793852.7913,15830768549.8916,13812421803.4084
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4922538141454.62,4866864409657.68,4954806619995.19,5064872875604.59,..
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,8460424400.56418,8975689844.8519,9582453032.44006,10195660789.8449,11411390409.0268,12588665303.244,15056929760.2257,17110587447.1086,22657662392.5602,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41408960845.0704,42932112676.0563,44502895915.493,43697659275.3137
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,18291994909.0044,22152694161.8882,24636593223.3467,30833699702.7594,43151647002.6096,57123671733.8952,81003884545.4099,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,166805800595.704,179339994859.384,181667190075.541,169835426427.153
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,37021512048.8158,40000088346.8041,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.6041,64007750169.3344,69188755364.2995,78965004656.1823,87778582964.1388,95503088538.092,98842939649.1149
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,110234939.759036,132671742.950381,141042610.300285,132420059.273124,156120895.248578,181705002.578649,190243321.598675,185113921.606488,179703443.302686,171117872.436331,178328873.030033,187276210.91355,196737895.995218,194647201.946472,199573325.992705
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,576178114168.494,547658231279.87,627246081417.004,702717332012.991,793175007858.066,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1646739219509.89,1630525005469.11
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1849196082.05507,2535333631.88536,2406270658.23024,2790455727.69422,3556757428.82009,3663101604.27807,3846819721.4904,4655899260.88147,5687417606.56218,5653792720.20006,5835874320.56211,6701698218.26281,6499807272.26005,7074777526.896,7396705194.63266,6442915788.30578,6719172016.82533,7245707184.81699,7942961738.30893,7953156068.06986,7611402165.24217
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,37712842242.5033,34887512226.9319,38137545245.1464,47876510067.1141,59439090600.6108,80798630136.9863,101548931771.192,114639690358.902,147395089285.714,105963168867.269,115419399860.433,154068115942.029,174070382279.385,174161142454.161,162631412508.784,114567298105.683,109419728566.7,120707435412.358,138182400493.585,136196760180.976,..
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8271106196.04265,8871019822.76703,7735976612.64163
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1731198022.45494,1768619058.34647,1758176653.07746,2023324407.30316,2366398119.8821,2735558726.25625,3452882514.00166,4222962987.53859,5443915120.50795,5832915387.08908,7127792629.58294,8749241114.18913,10191350119.6808,11942230508.334,13268458231.9284,14390442307.3996,15805692545.8723,16853087485.4118,17953786416.1431,18245925331.2396,19136194848.6534
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,7949253765.93279,8351415939.10902,9545172805.82083,11749456401.4266,14401882398.8552,16959313005.6005,21517445447.705,31004884420.7359,35756225697.9974,26317286627.7453,23869752327.3325,28374734038.0031,28324787663.6545,30436727789.4364,31329367172.7409,27239653843.5022,28052325862.0461,30383528686.2906,34399206589.8596,34055464655.3254,33505185228.7067
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.9718,22022709851.5423,24827355014.66,29118916105.6053,35399582928.6236,38443907042.3217,39927125961.194,44035991745.6716,46909335135.1244,48134486624.6103,49939374832.7031,51205122503.8143,53140638269.1211,54961275741.5589,51991634491.6345,33383246857.58
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1682016947.22798,1766825412.77296,1740830510.87482,2234731973.55119,2579421686.24912,2477702252.80078,2367113170.00373,2441053175.70743,2359759799.04224,2114323793.98266,2306843528.52853,2514146887.91664,2366213068.57507,1844510137.67817
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,3070518100,2950000000
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37883243650.452,52607888717.9487,52091152228.3425,25418461532.2008
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2483953102.79488,2491822706.80256,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6237264055.20601,6474256118.61481,6839145106.86164,..,..
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,11524776866.6379,12237388001.7264,14259781159.0119,18781721376.1985,22627507451.5648,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37128694028.243,43535051482.3869,42927454291.478,46523420074.4372,48533659592.1728,41418872976.1196,43018087237.5741,47640770634.427,53696648755.4347,54639938780.2352,55887271833.0025
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,21263514833.2412,21272418791.9463,23616328816.1114,29557325056.4334,34685281847.5292,37347394602.6614,42414308116.9239,50888134410.0739,55849686538.7432,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57744457954.7297,60691483443.1221,64023412339.7075,70885325883.0941,71104919108.1411,73263982103.0119
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,6774193548.3871,6860272608.45211,7371723056.2402,8246521717.44876,10643215078.1581,12160002995.8433,14874147024.2708,18439876056.1978,21027044550.5667,21587740941.5979,28241858488.9155,36845925519.4433,43189526777.5567,51536304807.6803,54903031137.7096,45060237946.149,45085114632.7125,50456765512.0857,55302446577.8879,55153707948.7021,..
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,4629247090.97816,5438332738.10373,5351701534.15801,6372498719.84613,5064732715.72615,5859269849.14523,6395712392.23682,8524620739.24074,10725137477.9995,9616879920.50734,9982711030.26388,11551821062.3334,11578978052.8789,12423557906.9182,12522959157.2295,11323023786.5698,11848615018.398,13176313233.1978,13614412550.8722,14191911512.041,13720634105.403
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8787570920.44408,9712994564.91596,10862613621.906,11961848552.5977
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358715057123.739,364681367531.684,336664444247.042
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,624337145.284622,870179738.562091,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109447297.00709,4379115587.82957,4754352303.8929,5299773143.69623,5642179170.45898,4030203166.77482
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2961484857.95711,3468337909.17148,3908121459.12749,4714072191.04621,5454249456.70519,6247515449.73015,6905934548.38354,8156469132.86716,9838404004.93274,10231962890.6125,10689167195.3375,12995113407.2335,12442036265.1484,13242691429.5942,14364937996.8661,13104764333.9941,14026048690.7312,15365714371.3316,17070866299.0945,17281815733.9596,17393761397.0805
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,4069515579.07114,4088368978.34589,4470446391.44639,5448415500.17071,6098092551.07125,6416184181.07201,6778324049.68009,7925371475.49959,9090406767.24769,8696366907.4743,9035932122.49768,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,115347500,122824000,131738200,131398500,132440200,136559500,141515800,148346700,151898900,149769600,160407100,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,..
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1779523344.34106,1746064718.79169,1777058592.98812,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346206808.54026,5206444406.66154,4714592492.92972,5628882266.37767,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6757333550.27933,7050987978.12063,7600650037.8463,7778525642.92883
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518413429.9684,11668696526.2123,12129658758.3254,12803438964.9438,11692287066.381,12232469391.7573,13259348213.99,14181930162.4161,14046337854.8466,10914065306.2423
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222348807283.2,1268870527160.03,1076163316174.94
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,408060600,..
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974960345.3712,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11456728401.3069,11968699005.9801,11914040905.2626
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2647885848.5351,2718868306.01093,2968987019.23077,3601321064.55266,4137913500,4203084193.50827,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5367625613.15127,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7423709839.9194,..
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86852,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11425755279.5395,13108769495.7472,13996719329.4236,13137128659.479
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4143033275.88493,4544516982.18263,4087725812.66864,4466040642.84766,4594024179.62003,4054712082.54743,4377033429.26721,4856632399.45775,5506767831.83751,5542674764.89028,4778582336.18234
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119700325461.938,112870591694.044
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,5656473652.41147,5398568543.63492,5677003239.29386,6303391143.83386,7631120533.36168,8542070109.70903,9176889070.42298,10450843291.2931,12556195188.5962,11914471497.1492,11104648673.0016,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15291448211.603,14021421105.9078
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,4660052520.07839,4275404729.83833,7630308165.0367,8981700373.87009,8857405669.93548,10573312525.3592,14575281202.8408,25434981977.8284,31831232214.6797,42214048042.8044,51518307518.3343,54148124619.0983,53254531557.5056,58175459729.6908,59640204521.7773,60291736893.9397,61449392056.1488,67144725830.5753,68697759361.231,79844294296.0647,76185586096.7974
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,3922247984.63705,3557333363.19743,3349184762.16428,4926471288.09156,6609198826.38003,7248394161.4059,8001779553.23156,8839526448.02729,8607475302.83225,8938868166.33684,11431334446.8076,12523402326.9175,13042007432.3598,12043276401.4161,12435416063.4689,11335179560.987,10721994676.2429,12895153157.3463,13681065175.4861,12565772084.7441,10699926682.6513
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,47564520.3910861,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86779266.1619103,100087348.959092,109585941.624557,124021393.690412,118223430.124446,..
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,907050863145.097,912242335119.069
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2682347064.3642,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,209127454522.901,212482013605.047
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763361732.88486,7423367753.47589,8496998229.39412,8298679908.55232,8758639096.47693,9774351930.71802,10532049076.9407,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785909906.1925,13025208219.7685,12611218627.0632,12621476263.8278
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2241753120.21267,2448714680.56221,2782192986.95772,3394084884.67098,3760443965.72976,4383315656.99096,4756361479.98873,5731485267.33492,7297600896.86099,7352131669.2941,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9685577941.03195,10355006770.1014,11189541083.3975,12846952856.8458,12911689659.351,13678234008.4714
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,337035512676.936,291880204327.419,361456622215.721,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,3773653058.12718,3709479717.81305,3994762861.1154,4948324125.2302,5682776765.83688,6257800770.94745,6862881738.06108,8338305008.94454,9911371237.45819,9406125226.86025,9412311665.9492,10494822518.6525,9743277661.79541,10816616379.3103,11361563307.4935,10071243243.2432,10680463278.8651,11310265324.7941,12679934731.3891,12547086168.4896,12266949805.1436
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,..
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,405510000000,362008956544.827
