As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/03/2006 12:00:00 AM,2007,ECA,Azerbaijan,AZ,P077031,RURAL ENVIRONMENT (GEF),Project Management,CONSULTANT SERVICES,Individual Consultant Selection,GEF,Industry & Trade/Ser,1276156,COMPONENT MANAGER,07/07/2006 12:00:00 AM,Individual Consultant,Azerbaijan,AZ,Not assigned,266,COMPONENT MANAGER SADIGOV,No
07/03/2006 12:00:00 AM,2007,ECA,Bosnia and Herz,BA,P070917,PRIV TA,Project Management,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1261464,AUDITING OF AGRICULTURE COOPERATIVE IN THE UNA-SANA CANTON,05/12/2005 12:00:00 AM,DZAFEROVIC,Bosnia and Herz,BA,Not assigned,28181,BA-PTAC-CQ-033-CS-05-BOS3531,No
07/03/2006 12:00:00 AM,2007,ECA,Bosnia and Herz,BA,P070917,PRIV TA,Project Management,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1261466,"AUDITING OF FOR COMPANIES BOSNA D.D., CAZIN AND ZITOPRERADA",06/29/2005 12:00:00 AM,DZAFEROVIC,Bosnia and Herz,BA,Not assigned,56195,BA-PTAC-CQ-033A-CS-05-BOS3531,No
07/03/2006 12:00:00 AM,2007,ECA,Georgia,GE,P074361,SIF 2,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1263946,POST REVIEW NOW AMEND; NOW PRIOR REVIEW; SAP FORCES A NOB DA,07/14/2006 12:00:00 AM,LTD DARI,Georgia,GE,Not assigned,102712,ZONE-B/GR -I/W-36,No
07/03/2006 12:00:00 AM,2007,ECA,Kyrgyz Republic,KG,P073973,VIP,"Works, Maintenance and Rehabilitation",CIVIL WORKS,Shopping,IBRD/IDA,Public Admin,1260899,REHABILITATION OF ARIS SECOND BUILDING,07/05/2006 12:00:00 AM,PETROPANEL LTD.,Kyrgyz Republic,KG,Not assigned,85279,IDA-HO-1-W-NS-18,No
07/03/2006 12:00:00 AM,2007,ECA,Russian Federat,RU,P066155,TAX ADM 2,Institution building,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1264079,DEVEL.OF PILOT CAMPAIGNS F/DISEMINATION OF INFO ON SPECIFIC,12/22/2006 12:00:00 AM,OOO RBK-CENTER,Russian Federat,RU,Not assigned,477900,43/TAMP/IIFB/QCBS,No
07/03/2006 12:00:00 AM,2007,ECA,Serbia,YF,P077732,PRIV & REST OF BANKS/ENTPRS TA,Policy and Strategy,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Financial Sector,1262156,"ON-SITE ADVISOR FOR INSURANCE COMPANY ""DUNAV OSIGURANJE"" STR",09/14/2006 12:00:00 AM,Individual Consultant,Canada,CA,Not assigned,98118,TAC-IC-INS-07,No
07/03/2006 12:00:00 AM,2007,ECA,Tajikistan,TJ,P089566,LAND REGIS & CADASTRE,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1262721,RECONSTRUCTION OF 4TH FLOOR FOR PMU OFFICE,07/04/2006 12:00:00 AM,LLC STROYINVEST-2000,Tajikistan,TJ,Not assigned,64948,LRCSP.NCB.PMU 01,No
07/03/2006 12:00:00 AM,2007,ECA,Tajikistan,TJ,P089566,LAND REGIS & CADASTRE,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1262721,RECONSTRUCTION OF 4TH FLOOR FOR PMU OFFICE,07/04/2006 12:00:00 AM,LLC STROYINVEST-2000,Tajikistan,TJ,Not assigned,43299,LRCSP.NCB.PMU 01,No
07/03/2006 12:00:00 AM,2007,LCR,Colombia,CO,P074726,CO Bogota Urban Services Project,Construction Supervision,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Transportation,1270096,SUPERVISION SERVICES FOR THE CONSTRUCTION/REHABILITATION OF,07/17/2006 12:00:00 AM,INGENIERIA Y CONSULTORIA INGECON S.A.,Colombia,CO,Not assigned,203985,018/2006,No
07/03/2006 12:00:00 AM,2007,LCR,Dominican Repub,DO,P090061,DR GAIN/WORLD BANK,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Social Protection,1281011,ASSISTANT TO THE PROJECT'S TECHNICAL COORDINATOR,02/01/2008 12:00:00 AM,Individual Consultant,Dominican Repub,DO,Not assigned,20568,IC-05-08,No
07/03/2006 12:00:00 AM,2007,LCR,Dominican Repub,DO,P090061,DR GAIN/WORLD BANK,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Social Protection,1281084,TECHNICAL COORDINATION ASSISTANT TO THE PROJECT,02/01/2007 12:00:00 AM,Individual Consultant,Dominican Repub,DO,Not assigned,20568,IC-02-07,No
07/03/2006 12:00:00 AM,2007,SAR,Bangladesh,BD,P083890,BD: Economic Management TA Prog. (EMTAP),Project Management,CONSULTANT SERVICES,Least Cost Selection,IBRD/IDA,Public Admin,1260584,S-1:FEASIBILITY STUDY FOR CONSTRUCTION OF ONE NEW ICD,07/11/2006 12:00:00 AM,JV OF CONSULTING ENGINEERING SERVICES (INDIA) PVT. LTD.,India,IN,Not assigned,283839,S-1:FEASIBILITY STUDY FOR ICD,No
07/03/2006 12:00:00 AM,2007,SAR,Pakistan,PK,P074856,HIV/AIDS Prevention Project,"Equipment, Transportation",GOODS,National Competitive Bidding,IBRD/IDA,Health,1260508,PROC.OF VEHICLES: 4X4 D/CABIN -PICKUP (1 NO.),07/03/2006 12:00:00 AM,TOYOTA ZARGHOON MOTORS,Pakistan,PK,Not assigned,39427,PROC.OF VEHICLES 4X4 D/CABIN -PI,No
07/03/2006 12:00:00 AM,2007,SAR,Pakistan,PK,P074856,HIV/AIDS Prevention Project,Health Services,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Health,1260958,CONSULTANCY SERVICES FOR BEHAVIOR CHANGE COMMUNICATION (BCC),08/07/2006 12:00:00 AM,M/S A&B DEVELOPMENT CONSULTANTS,Pakistan,PK,Not assigned,1126951,BEHAVIOR CHANGE COMMUNICATION (B,No
07/03/2006 12:00:00 AM,2007,SAR,Pakistan,PK,P088994,Taunsa Barrage Emergency Rehab. & Modern,"Works, Installation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Agriculture,1263047,MECHANICAL AND ELECTRICAL WORKS - ICB-0,10/09/2006 12:00:00 AM,M/S CHINA NATIONAL ELECTRIC WIRE & CABLE IMP/EXP CORP.,China,CN,Not assigned,25948817,ICB-02-MECHANICAL & ELECTRICAL W,No
07/04/2006 12:00:00 AM,2007,AFE,Mozambique,MZ,P078053,MZ-HIV/AIDS Response SIL (FY03),"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1262222,MEDICAL SUPPLIES,07/04/2006 12:00:00 AM,"CHEMPATEX, MEDIZINISCHE VERTRIEBSGESELLSCHAFT M.B.H",Germany,DE,Not assigned,579132,03.011/06:CHEMPATEX MEDIZINISHE,No
07/04/2006 12:00:00 AM,2007,AFE,Tanzania,TZ,P078387,TZ-Central Transp Corridor Prj (FY04),"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,Transportation,1261774,SUPPLY OF FERRIES - LOT 2,07/16/2006 12:00:00 AM,DUTCHMED INTERNATIONAL B.V,Netherlands,NL,Not assigned,1055773,TRDS/HQ/1001/2006/07,No
07/04/2006 12:00:00 AM,2007,EAP,Mongolia,MN,P102488,GPOBA W3 - Mongolia Univ Access to Tele,"Services,  Others",CIVIL WORKS,International Competitive Bidding,Recipient Executed A,Info & Communication,1261903,HERDER PUBLIC ACCESS TELEPHONE NETWORK,07/20/2006 12:00:00 AM,INCOMNET LLC,Mongolia,MN,Not assigned,197880,1,No
07/04/2006 12:00:00 AM,2007,EAP,Mongolia,MN,P102488,GPOBA W3 - Mongolia Univ Access to Tele,"Services,  Others",CIVIL WORKS,International Competitive Bidding,Recipient Executed A,Info & Communication,1261906,TARIAT SOUM CENTER WIRELESS NETWORK,07/20/2006 12:00:00 AM,MOBICOM CORPORATION,Mongolia,MN,Not assigned,16455,2,No
07/04/2006 12:00:00 AM,2007,EAP,Mongolia,MN,P077778,MN Economic Capacity Tech. Assistance,Audit Services,CONSULTANT SERVICES,Least Cost Selection,IBRD/IDA,Public Admin,1260458,CONSULTING SERVICES FOR BUNDLED AUDITS OF PROJECT ACCOUNTS,06/28/2006 12:00:00 AM,ITGELT AUDIT LLC,Mongolia,MN,Not assigned,5056,CONSULTING SERVICES FOR BUNDLED,No
07/04/2006 12:00:00 AM,2007,EAP,Mongolia,MN,P088221,MN-- IDF Grant for EM in UB Municipalit,Project Management,CONSULTANT SERVICES,Least Cost Selection,IDF,Public Admin,1260356,CONSULTING SERVICES FOR BUNDLED AUDITS OF PROJECT ACCOUNTS,06/28/2006 12:00:00 AM,ITGELT AUDIT LLC,Mongolia,MN,Not assigned,2012,CONSULTING SERVICES FOR BUNDLED,No
07/04/2006 12:00:00 AM,2007,ECA,Armenia,AM,P073974,HEALTH SYS MOD (APL #1),"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1260629,SKILL LABS,07/10/2006 12:00:00 AM,IMTAC LLC,Oman,OM,Not assigned,150803,CR/ICB/A1-G/007-05,No
07/04/2006 12:00:00 AM,2007,ECA,Bosnia and Herz,BA,P088663,HLT SEC ENHANC,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,(H)Health & social,1260398,PCU DIRECTOR,07/04/2006 12:00:00 AM,Individual Consultant,Bosnia and Herz,BA,Not assigned,290222,BA/RS/MOH/PCU/HSEP/CS/TS-020/06,No
07/04/2006 12:00:00 AM,2007,ECA,Bosnia and Herz,BA,P088663,HLT SEC ENHANC,Project Management,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,(H)Health & social,1260399,ADMINISTRATIVE ASSISTANT,07/04/2006 12:00:00 AM,Individual Consultant,Bosnia and Herz,BA,Not assigned,150034,BA/RS/MOH/PCU/HSEP/CS/TS-021/06,No
07/04/2006 12:00:00 AM,2007,ECA,Georgia,GE,P074361,SIF 2,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1262071,"REPAIRS OF VILLAGE GULELEBI SCHOOL, TIANETI DISTRICT",06/20/2006 12:00:00 AM,LTD LEDA,Georgia,GE,Not assigned,103928,ZONE-C-II/W-21,No
07/04/2006 12:00:00 AM,2007,ECA,Montenegro,ME,P082223,HEALTH SYSTEM,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1262389,PRIMARY HEALTH CARE MEDICAL EQUIPMENT (IMAGING EQUIPMENT),08/28/2006 12:00:00 AM,DRC B.V. (THE NETHERLANDS),Netherlands,NL,Not assigned,341499,SAM-MHSIP-3918 YF-ICB-G-06-B10.1,No
07/04/2006 12:00:00 AM,2007,ECA,Romania,RO,P043881,IRRIG REHAB,"Equipment, Water Supply and Sewerage",GOODS,Shopping,IBRD/IDA,Agriculture,1266127,WATER METERING EQUIPMENT,07/18/2006 12:00:00 AM,SC ACK SRL,Romania,RO,Not assigned,142943,2051/18.07.2006,No
07/04/2006 12:00:00 AM,2007,ECA,Serbia,YF,P077675,HEALTH (SERBIA),Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1260886,PROCUREMENT OF IT EQUIPMENT (LAN INFRASTRUCTURE & INSTALLATI,07/19/2006 12:00:00 AM,LOGO D.O.O.,Serbia,YF,Not assigned,146162,SAM-SHP-3768YF-ICB-044-B4-G-06-L,No
07/04/2006 12:00:00 AM,2007,ECA,Serbia,YF,P077675,HEALTH (SERBIA),Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1260887,PROCUREMENT OF IT EQUIPMENT (LAN INFRASTRUCTURE & INSTALLATI,07/19/2006 12:00:00 AM,MP-SOFT GROUP,Serbia,YF,Not assigned,299203,SAM-SHP-3768YF-ICB-044-B4-G-06-L,No
07/04/2006 12:00:00 AM,2007,LCR,Brazil,BR,P038895,BR FED.WTR MGT,Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1273513,CARRY OUT AN ASSESSMENT OF THE POTENTIAL FOR EXPLOITATION OF,06/30/2006 12:00:00 AM,ENGEVIX ENGENHARIA S.A.,Brazil,BR,Not assigned,103260,023/2006,No
07/04/2006 12:00:00 AM,2007,LCR,Brazil,BR,P038895,BR FED.WTR MGT,Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1273513,CARRY OUT AN ASSESSMENT OF THE POTENTIAL FOR EXPLOITATION OF,06/30/2006 12:00:00 AM,"COHIDRO - CONSULTORIA, ESTUDO E PROJETOS S/C LTDA",Brazil,BR,Not assigned,103260,023/2006,No
07/04/2006 12:00:00 AM,2007,LCR,Ecuador,EC,P063644,EC Power&Comm.Sect Moderniz.&Rural Servi,"Equipment, Telecommunications",GOODS,International Competitive Bidding,IBRD/IDA,Info & Communication,1261853,CONCESION PARA PRESTACION SERVICIO PUBLICO DE TELECOMUNICACI,09/04/2006 12:00:00 AM,GLOBALNET SA.,Ecuador,EC,Not assigned,4150000,GLOBALNET SA,No
07/04/2006 12:00:00 AM,2007,LCR,Mexico,MX,P085851,MX  Basic Education Dev Phase III,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Education,1260745,6 DIFFERENT TYPES OF NOTEBOOKS,06/17/2006 12:00:00 AM,KIMBERLY-CLARK DE MEXICO,Mexico,MX,Not assigned,9278850,PAREIB-001-06-A,No
07/04/2006 12:00:00 AM,2007,LCR,Mexico,MX,P085851,MX  Basic Education Dev Phase III,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Education,1261309,PRINTERS,08/04/2006 12:00:00 AM,MAQUINAS INFORMACION Y TECNOLOGIA AVANZADAS,Mexico,MX,Not assigned,576783,PAREIB-003-06-B,No
07/05/2006 12:00:00 AM,2007,AFE,Kenya,KE,P083250,Financial & Legal Sec TA,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Public Admin,1263180,REFORM OF THE COMPANIES ACT,08/18/2006 12:00:00 AM,Individual Consultant,United States,US,District of Columbia,55000,"SIGNED AUGUST 18, 2006",No
07/05/2006 12:00:00 AM,2007,AFR,Africa,3A,P079734,E Afr Trade & Transp Facil (FY06),Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1282286,CONTRACT FOR CONSULTANCY SERVICES TO THE PORT COMMUNITY BASE,07/24/2006 12:00:00 AM,DONALD LIM FAT,Mauritius,MU,Not assigned,67683,KPA- DONALD LIM FAT,No
07/05/2006 12:00:00 AM,2007,AFR,Africa,3A,P079734,E Afr Trade & Transp Facil (FY06),Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Transportation,1282286,CONTRACT FOR CONSULTANCY SERVICES TO THE PORT COMMUNITY BASE,07/24/2006 12:00:00 AM,DONALD LIM FAT,Mauritius,MU,Not assigned,203050,KPA- DONALD LIM FAT,No
07/05/2006 12:00:00 AM,2007,AFW,"Gambia, The",GM,P057394,GM-Gateway SIL (FY02),"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Industry & Trade/Ser,1262417,CONSTRUCTION OF A 6.7 KM LONG BLOCK FENCE AROUND THE ABUKO N,07/28/2006 12:00:00 AM,GAI ENTERPRISE LTD.,"Gambia, The",GM,Not assigned,303646,"CONTRACT DATED JULY 28, 2006",No
07/05/2006 12:00:00 AM,2007,AFW,Ghana,GH,P000968,GH-Agr Srvcs APL (FY01),"Equipment, Agricultural",GOODS,International Competitive Bidding,IBRD/IDA,Agriculture,1261404,LOTS 1 & 2,08/21/2006 12:00:00 AM,SMM INSTRUMENTS LIMITED,Saudi Arabia,SA,Not assigned,264024,M/A/AGSSIP/08/17/36,No
07/05/2006 12:00:00 AM,2007,AFW,Ghana,GH,P000968,GH-Agr Srvcs APL (FY01),"Equipment, Agricultural",GOODS,International Competitive Bidding,IBRD/IDA,Agriculture,1261476,PROCUREMENT OF LABORATORY EQUIPMENT - LOT 3,08/21/2006 12:00:00 AM,SAGEWOOD LIMITED,United Kingdom,GB,Not assigned,133336,MOFA/AGSSIP/HEII/ICB/2006/01,No
07/05/2006 12:00:00 AM,2007,AFW,Nigeria,NG,P070290,NG- Health System Dev. II (FY02),"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1259898,LOT 4,07/06/2006 12:00:00 AM,M/S TEJUOSO DIAG & CLINICAL SERVICES,Nigeria,NG,Not assigned,335758,EKITIHSDP II- EQUIPMENT AND FURN,No
07/05/2006 12:00:00 AM,2007,AFW,Nigeria,NG,P070290,NG- Health System Dev. II (FY02),"Equipment, Transportation",GOODS,International Competitive Bidding,IBRD/IDA,(H)Health & social,1259892,LOT 4,07/06/2006 12:00:00 AM,M/S B. T. MICROXPERT,Nigeria,NG,Not assigned,446245,YB/HSDPII/ICB/GDS-01/2006,No
07/05/2006 12:00:00 AM,2007,AFW,Senegal,SN,P093622,SN-Agr Svcs & Prod Orgs APL 2 (FY06),Training Services,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1262778,CONTRAT D' APPUI AU MINISTERE DE L'AGRICULTURE POUR LA PREPA,08/04/2006 12:00:00 AM,INSTITUT IDEA INTERNATIONAL,Canada,CA,Not assigned,39235,CONTRAT D' APPUI AU MA POUR LE C,No
07/05/2006 12:00:00 AM,2007,EAP,China,CN,P036953,CN-Health IX,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1264442,COMPUTERS,11/30/2006 12:00:00 AM,"SHAANXI JUNLONG INTERNATIONAL TRADE CO.,LTD.",China,CN,Not assigned,76881,PK5: COMPUTERS,No
07/05/2006 12:00:00 AM,2007,EAP,China,CN,P036953,CN-Health IX,"Equipment, Medical",GOODS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1264436,LOW TEMPERATURE CENTRIFUGES,09/05/2006 12:00:00 AM,"SHANXI HAIYING ELECTRONICS DEVELOPMENT CO.,LTD.",China,CN,Not assigned,146621,PK.2,No
07/05/2006 12:00:00 AM,2007,EAP,China,CN,P036953,CN-Health IX,"Equipment, Medical",GOODS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1264437,MEDICAL EQUIPMENT,09/05/2006 12:00:00 AM,"SHANXI ZITIAN SCIENCE AND TRADE CO.,LTD.",China,CN,Not assigned,41080,PK4 WATER TANK,No
07/05/2006 12:00:00 AM,2007,EAP,China,CN,P036953,CN-Health IX,"Equipment, Medical",GOODS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1264438,BLOOD CELL ANALYZERS,11/30/2006 12:00:00 AM,"BEIJING HUASHIXIN SANHE INDUSTRIAL TRADE CO.,LTD.",China,CN,Not assigned,214370,PACKAGE 1,No
07/05/2006 12:00:00 AM,2007,EAP,China,CN,P036953,CN-Health IX,"Equipment, Medical",GOODS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1264439,REFRI,11/30/2006 12:00:00 AM,"SHANXI WANDONG MEDICAL EQUIPMENT CO.,LTD.",China,CN,Not assigned,78080,PK2,No
07/05/2006 12:00:00 AM,2007,EAP,China,CN,P036953,CN-Health IX,"Equipment, Medical",GOODS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1264440,DISINFECT BOILER,11/30/2006 12:00:00 AM,"TAIYUAN KANGTAI MEDICAL EQUIPMENT CO.,LTD.",China,CN,Not assigned,35501,PK3,No
07/05/2006 12:00:00 AM,2007,EAP,China,CN,P036953,CN-Health IX,"Equipment, Telecommunications",GOODS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1264441,FAX,11/30/2006 12:00:00 AM,"SHANXI PROVINCE SCIENTIFIC EQUIPMENT CO.,LTD.",China,CN,Not assigned,101490,PK4 FAX,No
07/05/2006 12:00:00 AM,2007,EAP,Vietnam,VN,P045628,"Transmission, Distribution and Disaster","Equipment, Electrical",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1262123,"SUPPLY OF MATERIAL, EQUIPMENT AND ACCESSORIES FOR 220 KV OHL",07/20/2006 12:00:00 AM,COMIN ASIA PTE. LTD.,Singapore,SG,Not assigned,760099,31/2006 EVN-CPPMB-COMIN/NT,No
07/05/2006 12:00:00 AM,2007,ECA,Bosnia and Herz,BA,P070995,COMM DEVT,"Equipment, Medical",GOODS,Shopping,IBRD/IDA,(H)Health & social,1260390,"MEDICAL EQUIPMENT FOR AMBULANCE, MUNICIPALITY ROGATICA",07/11/2006 12:00:00 AM,MEDICOM D.O.O.,Bosnia and Herz,BA,Not assigned,10439,BA-CDP-NS-166-G-06-BL-BOS3538,No
