As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Supplier State,Total Contract Amount (USD),Borrower Contract Reference Number,UN Supplier Flag
07/01/2005 12:00:00 AM,2006,ECA,Bulgaria,BG,P064536,CHILD WELFARE REF,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,IBRD/IDA,Social Protection,1254147,INTERNATIONAL CONSULTANT ON MANAGEMENT OF COMMUNITY-BASED CH,07/01/2005 12:00:00 AM,Individual Consultant,Romania,RO,Not assigned,15887,IC UNDER JSDF,No
07/01/2005 12:00:00 AM,2006,ECA,Bulgaria,BG,P073427,RARP,Training Services,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Public Admin,1251304,TRAINING IN OPERATION SYSTEM LINUX,07/04/2005 12:00:00 AM,HEWLETT PACKARD BULGARIA EOOD,Bulgaria,BG,Not assigned,96440,RARP 04-13,No
07/01/2005 12:00:00 AM,2006,ECA,Bulgaria,BG,P073427,RARP,Training Services,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Social Protection,1251304,TRAINING IN OPERATION SYSTEM LINUX,07/04/2005 12:00:00 AM,HEWLETT PACKARD BULGARIA EOOD,Bulgaria,BG,Not assigned,48220,RARP 04-13,No
07/01/2005 12:00:00 AM,2006,ECA,Georgia,GE,P050911,INTGD COASTAL MGMT,"Equipment, Agricultural",GOODS,International Competitive Bidding,IBRD/IDA,Agriculture,1255709,PROCUREMENT OF LABORATORY AND SAMPLING EQUIPMENT,08/12/2005 12:00:00 AM,WAGTECH INTERNATIONAL LTD,United Kingdom,GB,Not assigned,29365,GICMP-ICB-01 LOT 1,No
07/01/2005 12:00:00 AM,2006,ECA,Georgia,GE,P050911,INTGD COASTAL MGMT,"Equipment, Agricultural",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1255709,PROCUREMENT OF LABORATORY AND SAMPLING EQUIPMENT,08/12/2005 12:00:00 AM,WAGTECH INTERNATIONAL LTD,United Kingdom,GB,Not assigned,58731,GICMP-ICB-01 LOT 1,No
07/01/2005 12:00:00 AM,2006,ECA,Georgia,GE,P050911,INTGD COASTAL MGMT,"Equipment, Agricultural",GOODS,International Competitive Bidding,IBRD/IDA,Social Protection,1255709,PROCUREMENT OF LABORATORY AND SAMPLING EQUIPMENT,08/12/2005 12:00:00 AM,WAGTECH INTERNATIONAL LTD,United Kingdom,GB,Not assigned,29365,GICMP-ICB-01 LOT 1,No
07/01/2005 12:00:00 AM,2006,ECA,Georgia,GE,P074361,SIF 2,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1251849,REHABILITATION OF VILLAGE SAGOLASHENI SECONDARY SCHOOL,07/04/2005 12:00:00 AM,JSC SPETSMONOLITI,Georgia,GE,Not assigned,61501,ZONE-C-GR-II/W-8,No
07/01/2005 12:00:00 AM,2006,ECA,Georgia,GE,P074361,SIF 2,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,(H)Health & social,1251850,REHABILITATION OF VILLAGE JUMATI SECONDARY SCHOOL,07/12/2005 12:00:00 AM,LTD AKHALSAKDARI,Georgia,GE,Not assigned,55922,ZONE-B-GR-II/W-8,No
07/01/2005 12:00:00 AM,2006,ECA,Serbia,YF,P077732,PRIV & REST OF BANKS/ENTPRS TA,Project Management,CONSULTANT SERVICES,Least Cost Selection,IBRD/IDA,Public Admin,1251261,"POOL OF THREE TRANSPORTATION COMPANIES: NIS-EKSPRES, AUTOTRA",07/04/2005 12:00:00 AM,RAIFFEISEN INVESTMENT AG,Austria,AT,Not assigned,250343,1-823/05,No
07/01/2005 12:00:00 AM,2006,ECA,Serbia,YF,P077732,PRIV & REST OF BANKS/ENTPRS TA,Project Management,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1251258,PRIVATIZATION THRU RESTRUCTURING OF POOL OF TWO COMPANIES: I,07/04/2005 12:00:00 AM,RAIFFEISEN INVESTMENT A.G./FACTIS CONSULTING,Austria,AT,Not assigned,799774,1-802/05,No
07/01/2005 12:00:00 AM,2006,LCR,Argentina,AR,P057124,DROPPED-AR-Mining Decontamination,Feasibility Studies,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1252014,ASISTENCIA TECNICA CONSULTA CORDOBA,07/06/2005 12:00:00 AM,UNIVERSIDAD TECNOLOGICA NACIONAL,Argentina,AR,Not assigned,20733,NO. 4.121.281/UEP/PRAMU,No
07/01/2005 12:00:00 AM,2006,LCR,Central America,6C,P053349,6C GEF MESOAMERICAN BARRIER REEF SYST,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,GEF,Agriculture,1251039,ENVIRONMENTAL MONITORING SPECIALIST,06/25/2005 12:00:00 AM,Individual Consultant,Mexico,MX,Not assigned,72072,MBRS-C-061-2005-06,No
07/01/2005 12:00:00 AM,2006,LCR,Central America,6C,P053349,6C GEF MESOAMERICAN BARRIER REEF SYST,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,GEF,Education,1251039,ENVIRONMENTAL MONITORING SPECIALIST,06/25/2005 12:00:00 AM,Individual Consultant,Mexico,MX,Not assigned,24024,MBRS-C-061-2005-06,No
07/01/2005 12:00:00 AM,2006,LCR,Central America,6C,P053349,6C GEF MESOAMERICAN BARRIER REEF SYST,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,GEF,Industry & Trade/Ser,1251039,ENVIRONMENTAL MONITORING SPECIALIST,06/25/2005 12:00:00 AM,Individual Consultant,Mexico,MX,Not assigned,24024,MBRS-C-061-2005-06,No
07/01/2005 12:00:00 AM,2006,LCR,Central America,6C,P053349,6C GEF MESOAMERICAN BARRIER REEF SYST,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,GEF,Public Admin,1251039,ENVIRONMENTAL MONITORING SPECIALIST,06/25/2005 12:00:00 AM,Individual Consultant,Mexico,MX,Not assigned,24024,MBRS-C-061-2005-06,No
07/01/2005 12:00:00 AM,2006,LCR,Ecuador,EC,P063644,EC Power&Comm.Sect Moderniz.&Rural Servi,Equipment Information Technology,GOODS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1257974,"SUPPLY OF COMPUTER EQUIPMENT, HARDWARE AND SOFTWARE FOR NETW",07/08/2005 12:00:00 AM,COMPSESA,Ecuador,EC,Not assigned,50725,COMPSESA,No
07/01/2005 12:00:00 AM,2006,LCR,Guyana,GY,P089324,GY - EFA-FAST TRACK INITIATIVE,Miscellaneous,GOODS,International Competitive Bidding,Recipient Executed A,Education,1259656,THE PRINTING OF PRIMARY SCHOOL TEXTBOOKS LOTS 3 & 4 (SCIENCE,08/12/2005 12:00:00 AM,VONHOFFMAN CORPORATION,Guyana,GY,Not assigned,300982,ICB/POPSB/OO10/04,No
07/01/2005 12:00:00 AM,2006,LCR,Guyana,GY,P089324,GY - EFA-FAST TRACK INITIATIVE,"Services,  Others",CIVIL WORKS,International Competitive Bidding,Recipient Executed A,Education,1259960,THE PRINTING OF PRIMARY SCHOOL TEXTBOOKS LOTS 1 & 2 (FUN WIT,05/30/2006 12:00:00 AM,ENIATH'S PRINTING COMPANY LTD.,Guyana,GY,Not assigned,179200,ICB-POPSB/0010/004/,No
07/01/2005 12:00:00 AM,2006,LCR,Mexico,MX,P085566,MX  SEDESOL/Eval/IDF,Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IDF,Social Protection,1253788,DEVELOP A RB MONITORING SYSTEM,08/01/2005 12:00:00 AM,IDEA INTERNATIONAL INSTITUTE,Canada,CA,Not assigned,249955,DGEMPS-AD-001-06,No
07/01/2005 12:00:00 AM,2006,LCR,Nicaragua,NI,P068673,NI Road Rehab. and Maintenance III,Feasibility Studies,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1251841,ROAD OCHOMOGO-LAS SALINAS/STUDY & DESIGN,08/08/2005 12:00:00 AM,EDICO INGENIEROS CONSULTORES,Nicaragua,NI,Not assigned,135919,ES-125-2005,No
07/01/2005 12:00:00 AM,2006,LCR,Nicaragua,NI,P068673,NI Road Rehab. and Maintenance III,"Works, Infrastructure",CIVIL WORKS,Direct Selection,IBRD/IDA,Transportation,1251781,TRAMO VILLA SANDINO-LA BATEA,05/27/2005 12:00:00 AM,COOP. AMIGOS DEL PROGRESO RL,Nicaragua,NI,Not assigned,42270,DEP08-119-2005,No
07/01/2005 12:00:00 AM,2006,LCR,Nicaragua,NI,P068673,NI Road Rehab. and Maintenance III,"Works, Infrastructure",CIVIL WORKS,Direct Selection,IBRD/IDA,Transportation,1251783,TRAMO LA BATEA-EL RAMA,05/27/2005 12:00:00 AM,COOP. EL DIAMANTE ROJO RL,Nicaragua,NI,Not assigned,42270,DEP08-118-2005,No
07/01/2005 12:00:00 AM,2006,MNA,Jordan,JO,P053834,JO - Privatization TA (USAID),Project Management,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Financial Sector,1261264,CONSULTANCY SERVICES FOR MINISTRY OF PLANNING,07/01/2005 12:00:00 AM,Individual Consultant,Jordan,JO,Not assigned,45404,ECONOMIC RESEARCHER--JAMAL AL-AS,No
07/01/2005 12:00:00 AM,2006,MNA,Jordan,JO,P053834,JO - Privatization TA (USAID),Project Management,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Industry & Trade/Ser,1261264,CONSULTANCY SERVICES FOR MINISTRY OF PLANNING,07/01/2005 12:00:00 AM,Individual Consultant,Jordan,JO,Not assigned,45404,ECONOMIC RESEARCHER--JAMAL AL-AS,No
07/01/2005 12:00:00 AM,2006,SAR,India,IN,P059501,TA for Econ Reform Project,Feasibility Studies,CONSULTANT SERVICES,Quality Based Selection,IBRD/IDA,Public Admin,1271071,DEVELOPMENT & IMPLEMENTATION OF TEACHER / STUDENT PORTAL FOR,11/08/2005 12:00:00 AM,HEWLETT PACKARD INDIA SALES PVT. LTD.,India,IN,Not assigned,227255,WBR - 35,No
07/02/2005 12:00:00 AM,2006,AFE,Tanzania,TZ,P047761,TZ-Tax Administration (FY99),Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1260865,"CONTRACT BTN TRA AND COMPUTER CENTRE (TZ) LTD FOR SUPPLY, IN",08/15/2005 12:00:00 AM,COMPUTER CENTRE (TZ) LIMITED,Tanzania,TZ,Not assigned,384345,TAP/PG/53(A)/03,No
07/02/2005 12:00:00 AM,2006,EAP,China,CN,P088764,CN-Environmental Protection,Policy and Strategy,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Agriculture,1254091,STUDY ON POLICY FOR PROMOTING CIRCULAR ECONOMY IN  CHINA,06/25/2005 12:00:00 AM,Individual Consultant,Germany,DE,Not assigned,13800,PETER HECK,No
07/02/2005 12:00:00 AM,2006,EAP,China,CN,P088764,CN-Environmental Protection,Policy and Strategy,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Energy & Extractives,1254091,STUDY ON POLICY FOR PROMOTING CIRCULAR ECONOMY IN  CHINA,06/25/2005 12:00:00 AM,Individual Consultant,Germany,DE,Not assigned,13800,PETER HECK,No
07/02/2005 12:00:00 AM,2006,EAP,China,CN,P088764,CN-Environmental Protection,Policy and Strategy,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Industry & Trade/Ser,1254091,STUDY ON POLICY FOR PROMOTING CIRCULAR ECONOMY IN  CHINA,06/25/2005 12:00:00 AM,Individual Consultant,Germany,DE,Not assigned,13800,PETER HECK,No
07/02/2005 12:00:00 AM,2006,EAP,China,CN,P088764,CN-Environmental Protection,Policy and Strategy,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Water/Sanit/Waste,1254091,STUDY ON POLICY FOR PROMOTING CIRCULAR ECONOMY IN  CHINA,06/25/2005 12:00:00 AM,Individual Consultant,Germany,DE,Not assigned,13800,PETER HECK,No
07/02/2005 12:00:00 AM,2006,ECA,Bosnia and Herz,BA,P070995,COMM DEVT,"Equipment, Educational",GOODS,Shopping,IBRD/IDA,Education,1251517,"ACOUSTIC EQUIPMENT FOR YOUTH CLUB, MUNICIPALITY NEVESINJE",07/13/2005 12:00:00 AM,BROTHERS D.O.O.,Bosnia and Herz,BA,Not assigned,9102,BA-CDP-NS-127-G-04-BL-BOS3538,No
07/03/2005 12:00:00 AM,2006,ECA,Albania,AL,P082814,HEALTH SYST MOD,Policy and Strategy,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Health,1253334,PREPARATION OF HEALTH FINANCE REPORT,07/03/2005 12:00:00 AM,CIDC LIMITED,United Kingdom,GB,Not assigned,122123,NONE,No
07/03/2005 12:00:00 AM,2006,ECA,Albania,AL,P082814,HEALTH SYST MOD,Policy and Strategy,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Public Admin,1253334,PREPARATION OF HEALTH FINANCE REPORT,07/03/2005 12:00:00 AM,CIDC LIMITED,United Kingdom,GB,Not assigned,122123,NONE,No
07/03/2005 12:00:00 AM,2006,ECA,Albania,AL,P082814,HEALTH SYST MOD,Policy and Strategy,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Health,1253463,PREPARATION OF HEALTH CARE QUALITY IMPROVEMENT STRATEGY,07/04/2005 12:00:00 AM,HEALTH CARE QUALITY SERVICE,United Kingdom,GB,Not assigned,60740,C-CQ-2-2005,No
07/03/2005 12:00:00 AM,2006,ECA,Albania,AL,P082814,HEALTH SYST MOD,Policy and Strategy,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Public Admin,1253463,PREPARATION OF HEALTH CARE QUALITY IMPROVEMENT STRATEGY,07/04/2005 12:00:00 AM,HEALTH CARE QUALITY SERVICE,United Kingdom,GB,Not assigned,60740,C-CQ-2-2005,No
07/04/2005 12:00:00 AM,2006,AFE,Mozambique,MZ,P069824,MZ-Higher Education SIM (FY02),Construction Supervision,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Education,1260039,"TYPSA, SARL: SUPERVISION OF CONSTRUCTION CAMPUS SOCIAL CENTR",07/21/2005 12:00:00 AM,TECNICA Y PROYECTOS SA (TYPSA),Spain,ES,Not assigned,106490,UEM-HEP-CW/09/03: TYPSA SARL,No
07/04/2005 12:00:00 AM,2006,AFE,Mozambique,MZ,P069824,MZ-Higher Education SIM (FY02),Construction Supervision,CONSULTANT SERVICES,Quality Based Selection,IBRD/IDA,Education,1255851,TYPSA SARL:SUPERVISION OF CONSTRUCTION OF CAMPUS SOCIAL CENT,07/21/2005 12:00:00 AM,TYPSA,Portugal,PT,Not assigned,106490,HEP-UEM-CW/09/03: TYPSA SARL,No
07/04/2005 12:00:00 AM,2006,AFE,Tanzania,TZ,P073397,TZ-Lower Kihansi Env Mgmt TAL (FY02),Management /Technical Advice,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Agriculture,1253875,CONSULTANCY SERVICES TO CONDUCT VEGETATION MOONITORING IN TH,09/21/2005 12:00:00 AM,"CENTRE FOR ECOLOGY, LAW AND POLICY",United Kingdom,GB,Not assigned,41500,LKEMP/CS/005/39,No
07/04/2005 12:00:00 AM,2006,AFE,Tanzania,TZ,P073397,TZ-Lower Kihansi Env Mgmt TAL (FY02),Management /Technical Advice,CONSULTANT SERVICES,Consultant Qualification  Selection,IBRD/IDA,Public Admin,1253875,CONSULTANCY SERVICES TO CONDUCT VEGETATION MOONITORING IN TH,09/21/2005 12:00:00 AM,"CENTRE FOR ECOLOGY, LAW AND POLICY",United Kingdom,GB,Not assigned,41500,LKEMP/CS/005/39,No
07/04/2005 12:00:00 AM,2006,EAP,China,CN,P084247,Study on Public Service Unit Reform,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Public Admin,1251288,CONTRACT WITH DONG YERAN FOR STUDY ON PSU REFORM IN CULTURAL,06/20/2005 12:00:00 AM,Individual Consultant,China,CN,Not assigned,14000,DONG YERAN,No
07/04/2005 12:00:00 AM,2006,EAP,China,CN,P084247,Study on Public Service Unit Reform,Sector Studies,CONSULTANT SERVICES,Individual Consultant Selection,Recipient Executed A,Public Admin,1251432,CONTRACT FOR JIANG ZUOPEI FOR STUDY ON COMPREHENSIVE REFORM,07/12/2005 12:00:00 AM,Individual Consultant,China,CN,Not assigned,10000,JIANG ZUOPEI,No
07/04/2005 12:00:00 AM,2006,ECA,Albania,AL,P069939,PUB ADM REF,Management /Technical Advice,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1264397,CS TO REDEVELOPMENT OF A WEB-BASED HRMS,07/19/2005 12:00:00 AM,INTECH ALBANIA,Albania,AL,Not assigned,75690,REF.1.5.1. INTECH+SH.P.K,No
07/04/2005 12:00:00 AM,2006,ECA,Russian Federat,RU,P046497,HEALTH REF IMP,Institution building,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,(H)Health & social,1268224,DEV.OF ANALYT.&TECH.MATERIALS F/PILOT IMPLEMENTATION OF A LA,07/20/2005 12:00:00 AM,OOO ROSKONSALT,Russian Federat,RU,Not assigned,95052,4685/SSS/B.4/05,No
07/04/2005 12:00:00 AM,2006,LCR,Ecuador,EC,P049924,EC Rural Water Supply & Sanitation,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1259696,CONSTRUCCION SISTEMAS DE AGUA POTABLE MUNICIPALIDAD DEL CANT,09/29/2005 12:00:00 AM,VICENTE VITELIO VALENCIA PEREZ,Ecuador,EC,Not assigned,128467,VICENTE VALENCIA PEREZ,No
07/04/2005 12:00:00 AM,2006,LCR,Ecuador,EC,P049924,EC Rural Water Supply & Sanitation,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1259696,CONSTRUCCION SISTEMAS DE AGUA POTABLE MUNICIPALIDAD DEL CANT,09/29/2005 12:00:00 AM,VICENTE VITELIO VALENCIA PEREZ,Ecuador,EC,Not assigned,64234,VICENTE VALENCIA PEREZ,No
07/04/2005 12:00:00 AM,2006,LCR,Ecuador,EC,P049924,EC Rural Water Supply & Sanitation,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1259696,CONSTRUCCION SISTEMAS DE AGUA POTABLE MUNICIPALIDAD DEL CANT,09/29/2005 12:00:00 AM,VICENTE VITELIO VALENCIA PEREZ,Ecuador,EC,Not assigned,128467,VICENTE VALENCIA PEREZ,No
07/04/2005 12:00:00 AM,2006,LCR,Mexico,MX,P087152,MX (CRL1)Savings & Rurl Finance(BANSEFI),Policy and Strategy,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Financial Sector,1257558,TECHNICAL ASSISTANCE PROJECT TO MIGRATE THE ACCOUNTING SYSTE,08/19/2005 12:00:00 AM,KPMG CARDENAS DOSAL S.C.,Mexico,MX,Not assigned,1132338,KPMG CARDENAS DOSAL,No
07/04/2005 12:00:00 AM,2006,LCR,Uruguay,UY,P068124,UY Energy Efficiency Project,Management /Technical Advice,CONSULTANT SERVICES,Individual Consultant Selection,GEF,Energy & Extractives,1264249,"GENERAL MANAGER, UGP",09/09/2006 12:00:00 AM,Individual Consultant,Uruguay,UY,Not assigned,12957,RAFAEL MARIO LAUREIRO AGORIO,No
07/04/2005 12:00:00 AM,2006,MNA,Iraq,IQ,P087912,IQ-TF EMERG. BAGHDAD WATER SUPPLY,Procurement Technical Assistance,CONSULTANT SERVICES,Consultant Qualification  Selection,Recipient Executed A,Water/Sanit/Waste,1255366,C-02/05: DETAILED DESIGN AND TENDER DOCUMENTS FOR REHAB & RE,08/16/2005 12:00:00 AM,ALANI & ALSHAMMA CONSULTING ENGINEERS,Iraq,IQ,Not assigned,159800,C-02/05: SADR CITY,No
07/04/2005 12:00:00 AM,2006,MNA,Iraq,IQ,P087912,IQ-TF EMERG. BAGHDAD WATER SUPPLY,Procurement Technical Assistance,CONSULTANT SERVICES,Consultant Qualification  Selection,Recipient Executed A,Water/Sanit/Waste,1255367,DETAILED DESIGN AND TENDER DOCUMENTS FOR REHAB & RENEWAL OF,08/16/2005 12:00:00 AM,ALANI & ALSHAMMA CONSULTING ENGINEERS,Iraq,IQ,Not assigned,173800,C-03-05: ALZAAFRANIA D.WTR NETWR,No
07/04/2005 12:00:00 AM,2006,MNA,"Yemen, Republic",RY,P074413,RY-Groundwater & Soil Conserv Proj,Sector Studies,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1260867,SATELITE IMAGERY/DATA ANALYSIS STUDY,02/22/2006 12:00:00 AM,WATER WATCH,Netherlands,NL,Not assigned,309903,GSCP/CS/QCBS/2005-03,No
07/04/2005 12:00:00 AM,2006,SAR,Pakistan,PK,P083370,PK: Public Sect Capacity Building Proj,"Equipment, Transportation",GOODS,National Competitive Bidding,IBRD/IDA,Education,1253761,PROCUREMENT OF ONE SUZUKI ALTO VXR 970CC (LOT-3),09/22/2005 12:00:00 AM,"CENTRAL MOTORS, RAWALPINDI",Pakistan,PK,Not assigned,2834,PROCUREMENT OF VEHICLE LOT 3,No
07/04/2005 12:00:00 AM,2006,SAR,Pakistan,PK,P083370,PK: Public Sect Capacity Building Proj,"Equipment, Transportation",GOODS,National Competitive Bidding,IBRD/IDA,Public Admin,1253761,PROCUREMENT OF ONE SUZUKI ALTO VXR 970CC (LOT-3),09/22/2005 12:00:00 AM,"CENTRAL MOTORS, RAWALPINDI",Pakistan,PK,Not assigned,5668,PROCUREMENT OF VEHICLE LOT 3,No
07/05/2005 12:00:00 AM,2006,AFE,"Congo, Democrat",ZR,P071144,DRC Priv Sec Dev Competitiveness,Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1255463,ELABORATION DU CODE DES ASSURANCES POUR LA DRC,07/11/2005 12:00:00 AM,CONSULTANTS EN ASSURANCES ASSOCIÉS (CAA),France,FR,Not assigned,21711,CONT. NO.96/COPIREP/SE/07/2005,No
07/05/2005 12:00:00 AM,2006,AFE,"Congo, Democrat",ZR,P071144,DRC Priv Sec Dev Competitiveness,Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Financial Sector,1255463,ELABORATION DU CODE DES ASSURANCES POUR LA DRC,07/11/2005 12:00:00 AM,CONSULTANTS EN ASSURANCES ASSOCIÉS (CAA),France,FR,Not assigned,21711,CONT. NO.96/COPIREP/SE/07/2005,No
07/05/2005 12:00:00 AM,2006,AFE,"Congo, Democrat",ZR,P071144,DRC Priv Sec Dev Competitiveness,Management /Technical Advice,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Info & Communication,1255463,ELABORATION DU CODE DES ASSURANCES POUR LA DRC,07/11/2005 12:00:00 AM,CONSULTANTS EN ASSURANCES ASSOCIÉS (CAA),France,FR,Not assigned,21711,CONT. NO.96/COPIREP/SE/07/2005,No
